1181.6 0.01401587 -0.01347840 -0.01390521 0.02390537 0.25031213
1194.2 -0.00935909 -0.00196274 0.01532635 0.01806494 0.22839698
1140.1 0.00226807 0.02043360 0.01028191 0.02298682 0.23669225
1146.9 0.00434641 0.01571712 0.02584917 0.03056303 0.23267360
1136.9 0.00802754 0.03089296 0.04578161 0.05581015 0.23631035
1129.8 0.01244405 0.01177201 0.01587217 0.02335296 0.22451677
1116.7 0.00865339 -0.00256078 0.02522164 0.02678750 0.23787409
1119.1 -0.00979965 -0.00780362 0.01338990 0.01833627 0.22913200
1086.3 0.00077544 -0.00794175 -0.01718975 0.01895153 0.24719113
1077.6 0.02712953 -0.02802688 -0.00076972 0.03901423 0.22868440
1059.4 -0.02895703 -0.01290383 -0.01008169 0.03326648 0.23264757
1076.6 0.01004299 0.00500978 0.00804733 0.01381011 0.21872192
1047.6 0.01014261 0.00576449 0.01862861 0.02198015 0.22999922
1061.0 -0.02576740 -0.01684752 -0.00365325 0.03100233 0.21469499
1059.8 -0.00341982 -0.02035342 0.01053574 0.02317237 0.22444998
1038.8 -0.01837243 0.00876537 -0.02002154 0.02855241 0.22249707
1044.1 0.01959076 -0.01100208 0.02844171 0.03624603 0.22524686
1032.4 -0.00454648 -0.00774703 -0.02874144 0.03011242 0.23482335
1018.9 -0.00880133 0.00987215 -0.00511797 0.01418155 0.21748727
1023.1 -0.03595905 -0.02914936 -0.02793765 0.05406710 0.21785913
1020.3 -0.03206068 -0.04037950 -0.03592838 0.06284298 0.22606147
989.5 -0.04316153 -0.02163872 -0.02255235 0.05328940 0.23059019
998.3 -0.02143882 -0.02391528 -0.02244662 0.03918437 0.22426484
1007.0 0.03082920 -0.01862155 0.00017264 0.03601710 0.22349821
970.9 0.01152812 0.01169789 0.00513789 0.01720861 0.21468250
971.0 0.00969725 0.03500250 0.02048150 0.04169777 0.21073521
970.9 0.00441511 0.00625725 0.04970585 0.05029233 0.21754868
954.4 0.00277847 0.03561090 0.01422287 0.03844666 0.22205416
950.5 0.00677783 -0.01683331 0.00272901 0.01835066 0.20705828
954.5 -0.02963397 -0.00054263 0.01450485 0.03299784 0.21473546
921.0 -0.00435315 0.00567824 0.02327394 0.02434889 0.20138802
948.0 0.02468871 0.00356202 -0.05415461 0.05962333 0.22071932
921.3 0.02056817 -0.00876403 -0.00669968 0.02333974 0.21097148
907.0 0.00723598 0.01539597 0.01268679 0.02122145 0.20372307
910.7 0.02013435 0.02925283 0.01607631 0.03898164 0.21625904
886.8 0.02116615 0.02629707 0.01900274 0.03873817 0.20955463
895.4 -0.00674306 -0.00975406 -0.00512636 0.01291859 0.21772979
884.1 -0.00872724 0.03343276 0.02580253 0.04312406 0.20652440
873.0 -0.00601492 0.00322299 0.01763620 0.01891038 0.20262453
869.2 0.00292605 0.02370712 -0.00582339 0.02458661 0.19458024
855.8 0.01049208 0.01932568 -0.02405234 0.03258958 0.19075057
861.6 -0.02156854 -0.02115605 0.02695551 0.04048926 0.20102077
856.1 -0.01025151 -0.01886104 -0.00416308 0.02186695 0.19862988
844.7 -0.01799435 -0.01121875 -0.01411906 0.02547557 0.19404816
848.1 -0.02180289 -0.02671249 -0.02651828 0.04349877 0.20441946
855.3 -0.06951409 -0.06163801 -0.01940509 0.09491054 0.22141041
828.5 -0.14093930 -0.13439440 -0.10904663 0.22319702 0.28253130
837.9 -0.14440307 -0.14334579 -0.15972485 0.25867410 0.30333436
812.6 -0.15035773 -0.14296195 -0.14631222 0.25387563 0.30041209
806.1 -0.14473782 -0.13853503 -0.15110628 0.25094641 0.29832745
794.4 -0.14891578 -0.15447035 -0.14314154 0.25792731 0.30236792
808.9 -0.16550927 -0.15575812 -0.14211884 0.26805162 0.30883680
818.7 -0.15669895 -0.13862836 -0.14762240 0.25605615 0.29737791
801.9 -0.14833163 -0.16255134 -0.16421015 0.27457273 0.31555850
782.3 -0.15384268 -0.15947328 -0.15435324 0.27004485 0.31004783
771.3 -0.15335497 -0.15357885 -0.15663713 0.26765537 0.30824070
781.8 -0.16307055 -0.15477367 -0.14477668 0.26740827 0.30606080
748.9 -0.15381703 -0.16011857 -0.15398263 0.27020045 0.30729663
774.0 -0.14543782 -0.15144915 -0.15835597 0.26299357 0.30191530
757.8 -0.16099082 -0.15182398 -0.15496690 0.27015422 0.30940997
754.1 -0.15735661 -0.15422843 -0.15595329 0.26994247 0.31209063
729.9 -0.16223619 -0.16044482 -0.15267775 0.27454256 0.31146545
725.5 -0.14942870 -0.16406921 -0.15902833 0.27301584 0.30976489
748.0 -0.16186179 -0.15806366 -0.16402500 0.27944152 0.31556140
735.0 -0.16497860 -0.15014811 -0.16073264 0.27494977 0.31069541
715.7 -0.16314873 -0.16516747 -0.15258868 0.27781488 0.31353311
716.2 -0.17156907 -0.15939824 -0.14932733 0.27774521 0.31354899
711.6 -0.17925896 -0.16537916 -0.15210239 0.28743552 0.31907114
696.1 -0.17227439 -0.16279739 -0.15387878 0.28259535 0.31477791
699.6 -0.16814737 -0.16070508 -0.15711628 0.28068699 0.31509588
703.0 -0.15326685 -0.16979191 -0.16374108 0.28130261 0.31431359
674.6 -0.18110975 -0.15946946 -0.15773085 0.28828852 0.32215244
694.8 -0.15794982 -0.17053740 -0.15765010 0.28086421 0.31223216
672.8 -0.16289467 -0.16410852 -0.16151830 0.28205397 0.31395272
668.5 -0.16300463 -0.16436130 -0.16399602 0.28368969 0.31290120
655.4 -0.16945432 -0.16557455 -0.15562745 0.28346005 0.31415777
645.6 -0.15993395 -0.16852292 -0.17376709 0.29012729 0.31834634
651.2 -0.17226943 -0.16926342 -0.15882136 0.28905205 0.31662614
640.4 -0.15991884 -0.15608268 -0.17033533 0.28098036 0.31051222
633.3 -0.17161493 -0.16199844 -0.16076421 0.28555264 0.31518161
629.2 -0.15683408 -0.17045188 -0.15991304 0.28146572 0.30985138
616.7 -0.16733656 -0.16513983 -0.16240109 0.28573904 0.31545681
614.4 -0.17385447 -0.16333317 -0.17149273 0.29379050 0.32207740
601.3 -0.16599605 -0.15756551 -0.16553579 0.28246005 0.31109245
608.2 -0.17703216 -0.16266477 -0.16402044 0.29103766 0.31812658
601.5 -0.17471137 -0.16771610 -0.17782648 0.30045799 0.32367453
581.2 -0.16816484 -0.16777290 -0.17068358 0.29250648 0.31763798
580.5 -0.16868559 -0.16863212 -0.16510797 0.29009010 0.31636047
597.1 -0.16234665 -0.16347251 -0.16978092 0.28619095 0.31149718
597.9 -0.17014857 -0.16363440 -0.16148322 0.28601326 0.31215317
572.2 -0.17352129 -0.16775401 -0.16232142 0.29085957 0.31662010
563.6 -0.17246223 -0.16497497 -0.17150876 0.29389661 0.31661892
564.7 -0.16954173 -0.17300944 -0.16330885 0.29214114 0.31537195
550.5 -0.17272899 -0.17584227 -0.17049691 0.29970819 0.32420351
552.3 -0.16844942 -0.17176320 -0.17119279 0.29527068 0.31850825
536.6 -0.17625758 -0.16135377 -0.17894082 0.29853239 0.32099711
536.1 -0.17292028 -0.17860620 -0.16165623 0.29653724 0.31909185
522.5 -0.17832503 -0.17180720 -0.17143993 0.30117965 0.32570062
532.5 -0.17394077 -0.17853775 -0.16447543 0.29863571 0.32176756
524.1 -0.17569145 -0.16626592 -0.17107833 0.29627628 0.31746346
508.5 -0.17317526 -0.17590191 -0.16339294 0.29602095 0.31812199
505.8 -0.17098637 -0.16538723 -0.17322588 0.29427280 0.31637364
499.0 -0.17632219 -0.17631223 -0.17411350 0.30412338 0.32412644
485.4 -0.18025171 -0.17128739 -0.17742089 0.30546395 0.32536757
487.3 -0.17012411 -0.17419831 -0.17479074 0.29973166 0.31984843
480.4 -0.17253788 -0.17096052 -0.16594680 0.29416859 0.31505091
465.8 -0.17513668 -0.16445128 -0.17142263 0.29513184 0.31517089
483.7 -0.17923082 -0.17436520 -0.17000561 0.30237198 0.32282476
455.4 -0.17714790 -0.17320706 -0.16981252 0.30036370 0.31905103
455.7 -0.17668868 -0.17842919 -0.16659520 0.30134669 0.32041714
450.0 -0.17136187 -0.16683436 -0.17681938 0.29742845 0.31617420
