# dft_x model_x dft_y model_y dft_z model_z diff_x diff_y diff_z
0.725415 0.739139 0.185512 0.182360 0.164658 0.165595 0.013724 0.003152 0.000937
0.051340 0.063283 0.058195 0.069356 -0.074386 -0.085508 0.011943 0.011162 0.011122
-0.202955 -0.205838 0.031620 0.051166 0.160777 0.140855 0.002883 0.019546 0.019922
-0.166421 -0.151944 -0.060163 -0.075286 -0.187726 -0.167656 0.014477 0.015123 0.020070
-0.356793 -0.371925 0.101525 0.079504 -0.084855 -0.089647 0.015131 0.022021 0.004792
0.047509 0.041722 -0.014355 0.037512 0.042326 0.056685 0.005788 0.051867 0.014359
-0.221038 -0.221293 0.219880 0.265258 -0.103030 -0.070739 0.000256 0.045378 0.032291
0.115815 0.105567 0.649779 0.649801 0.341829 0.365653 0.010248 0.000022 0.023824
-0.000057 0.018011 -0.386304 -0.397548 0.010440 0.041669 0.018069 0.011244 0.031229
0.294463 0.294155 -0.320857 -0.322110 0.191419 0.196780 0.000307 0.001253 0.005361
-0.608923 -0.604589 -0.623046 -0.625722 0.066466 0.075049 0.004334 0.002676 0.008583
-0.055487 -0.045967 0.266771 0.265769 0.109457 0.104707 0.009520 0.001002 0.004750
0.134567 0.138367 0.045990 0.021298 0.009394 0.024036 0.003800 0.024692 0.014642
0.085846 0.067933 -0.183737 -0.150275 0.500894 0.499019 0.017913 0.033462 0.001876
-0.336804 -0.314124 0.390251 0.385580 -0.302532 -0.243622 0.022680 0.004670 0.058910
0.086104 0.080362 0.012632 0.051485 -0.048060 -0.041069 0.005742 0.038853 0.006991
0.168266 0.153007 -0.341258 -0.309264 -0.122696 -0.174716 0.015259 0.031994 0.052020
0.380602 0.395880 0.342235 0.348247 -0.305897 -0.305598 0.015278 0.006012 0.000299
0.072012 0.073202 -0.104713 -0.091977 0.002748 -0.003229 0.001190 0.012736 0.005977
0.614810 0.602393 0.378410 0.381938 0.272939 0.289095 0.012416 0.003527 0.016157
0.113488 0.101415 -0.269356 -0.275689 0.012677 0.014260 0.012072 0.006333 0.001582
-0.510283 -0.501978 -0.127164 -0.131198 0.019176 0.026140 0.008305 0.004034 0.006963
-0.175999 -0.201947 0.380875 0.328670 0.245096 0.244374 0.025948 0.052206 0.000723
0.320733 0.310561 -0.105191 -0.073601 0.216877 0.229172 0.010172 0.031590 0.012295
-0.351332 -0.349106 -0.089479 -0.082870 -0.198575 -0.202318 0.002226 0.006609 0.003743
0.181655 0.183778 -0.316621 -0.326862 -0.200442 -0.193065 0.002123 0.010241 0.007377
-0.007939 -0.034742 -0.323059 -0.323848 -0.382690 -0.330693 0.026803 0.000789 0.051996
0.231929 0.185338 0.223003 0.231674 -0.304964 -0.275462 0.046591 0.008671 0.029502
-0.102765 -0.119784 0.273662 0.256792 0.234032 0.219182 0.017019 0.016870 0.014849
-0.280404 -0.282782 -0.154634 -0.151388 -0.180763 -0.164717 0.002378 0.003246 0.016046
0.349215 0.340757 0.506907 0.502023 0.338525 0.337943 0.008458 0.004885 0.000583
-0.138798 -0.175978 -0.053739 -0.033126 -1.304209 -1.315908 0.037180 0.020613 0.011700
-0.023188 -0.012560 -0.376985 -0.374539 -0.145037 -0.150429 0.010629 0.002446 0.005393
0.065327 0.038296 -0.353772 -0.347485 0.143064 0.144238 0.027031 0.006287 0.001174
0.071377 0.013432 -0.022711 0.019913 -0.137643 -0.147438 0.057945 0.042624 0.009795
0.089718 0.064274 -0.401193 -0.403970 0.078525 0.087939 0.025444 0.002776 0.009414
0.047239 0.041650 -0.032851 -0.033951 -0.085405 -0.063781 0.005589 0.001100 0.021624
-0.314543 -0.295300 -0.280185 -0.299147 0.126040 0.130366 0.019243 0.018962 0.004326
-0.022834 -0.047152 -0.489382 -0.486520 0.267458 0.259074 0.024318 0.002862 0.008384
0.255092 0.238624 0.210469 0.215914 0.182965 0.191355 0.016469 0.005446 0.008391
0.052328 0.046405 -0.308791 -0.314201 -0.044731 -0.034655 0.005923 0.005410 0.010076
0.250190 0.233788 -0.255473 -0.255858 -0.322658 -0.295271 0.016402 0.000385 0.027387
0.040091 0.078497 -0.628262 -0.616275 0.069646 0.044021 0.038406 0.011987 0.025625
0.056548 0.023547 0.020938 -0.003784 -0.399275 -0.400540 0.033001 0.024722 0.001265
-0.240651 -0.219275 0.211760 0.227323 -0.061859 -0.060452 0.021377 0.015563 0.001407
0.157644 0.157064 0.057478 0.097739 -0.122439 -0.144828 0.000580 0.040260 0.022389
0.090232 0.069616 -0.136062 -0.127826 -0.031767 -0.024615 0.020616 0.008236 0.007152
0.063129 0.082822 0.224308 0.239009 -0.338360 -0.346044 0.019694 0.014701 0.007684
0.122818 0.105995 -0.062079 -0.098747 0.141807 0.141038 0.016822 0.036668 0.000769
-0.352930 -0.349877 -0.143796 -0.141701 0.181091 0.184328 0.003054 0.002095 0.003237
-0.470422 -0.468477 -0.183761 -0.188805 0.262648 0.267047 0.001945 0.005044 0.004399
-0.149238 -0.145347 0.069701 0.059558 0.405329 0.394739 0.003892 0.010143 0.010590
0.068276 0.055786 -0.126966 -0.136198 0.144257 0.146897 0.012489 0.009232 0.002639
0.414420 0.399054 -0.296094 -0.260017 -0.144481 -0.158950 0.015366 0.036077 0.014469
-0.006357 0.005695 0.459007 0.466674 0.231288 0.225241 0.012051 0.007667 0.006047
0.235426 0.212203 -0.482955 -0.513432 0.296331 0.232630 0.023223 0.030477 0.063701
-0.181031 -0.166539 -0.259623 -0.261303 -0.012275 -0.019710 0.014492 0.001680 0.007434
0.597980 0.603172 -0.274564 -0.290569 -0.485554 -0.500346 0.005192 0.016005 0.014792
0.542560 0.529320 -0.495824 -0.503273 -0.188802 -0.201430 0.013240 0.007450 0.012628
0.448504 0.444309 -1.033796 -1.042100 -0.082872 -0.089084 0.004195 0.008304 0.006212
-0.353752 -0.337848 1.244949 1.244051 -0.480868 -0.473824 0.015903 0.000897 0.007044
0.179238 0.172892 -0.255805 -0.268716 0.480590 0.487469 0.006346 0.012911 0.006879
0.032991 0.028196 0.305393 0.296477 -0.283990 -0.278160 0.004795 0.008916 0.005829
-0.094687 -0.083246 0.124349 0.107691 0.007943 -0.019706 0.011441 0.016658 0.027649
-0.062623 -0.031582 0.327137 0.338067 -0.121010 -0.130334 0.031041 0.010930 0.009324
-0.143169 -0.127070 0.105896 0.073476 0.011443 0.042602 0.016100 0.032420 0.031159
-0.185691 -0.207146 0.090299 0.063990 -0.017977 -0.024487 0.021455 0.026310 0.006510
-0.269037 -0.222282 -0.192611 -0.152505 0.211001 0.223994 0.046755 0.040105 0.012993
0.067226 0.061158 0.107174 0.085076 -0.112985 -0.122597 0.006068 0.022098 0.009612
-0.731283 -0.730054 -0.062031 -0.053546 0.446553 0.441344 0.001229 0.008485 0.005209
-0.191697 -0.185582 -0.587796 -0.590472 0.275710 0.287869 0.006116 0.002676 0.012159
-0.232233 -0.236586 0.137270 0.147014 0.236919 0.228923 0.004354 0.009744 0.007996
0.311489 0.330978 -0.103157 -0.070924 0.811265 0.798322 0.019489 0.032233 0.012942
0.329993 0.311552 0.115406 0.124405 0.076651 0.063434 0.018441 0.008999 0.013217
-0.040770 -0.001422 0.248696 0.239579 0.166216 0.148214 0.039348 0.009116 0.018003
0.160793 0.160633 0.427607 0.429792 -0.337776 -0.366417 0.000160 0.002184 0.028641
0.103451 0.074999 -0.424223 -0.460525 -0.502958 -0.503826 0.028452 0.036303 0.000868
0.202762 0.214528 0.107734 0.161641 -0.212042 -0.235771 0.011766 0.053907 0.023730
-0.084376 -0.093891 -0.128198 -0.126100 0.003350 -0.005205 0.009515 0.002097 0.008556
0.308956 0.298267 -0.263688 -0.259913 0.101962 0.101595 0.010689 0.003775 0.000367
0.175167 0.168171 0.048872 0.056866 -0.019499 -0.024332 0.006996 0.007994 0.004833
0.152167 0.169829 0.257645 0.264617 -0.141524 -0.129899 0.017662 0.006972 0.011626
0.496416 0.490522 -0.362364 -0.381367 -0.017836 -0.050639 0.005894 0.019003 0.032803
-0.409530 -0.402169 0.483867 0.478163 -0.204675 -0.221876 0.007362 0.005704 0.017201
0.139679 0.091343 -0.255964 -0.273100 0.100443 0.099229 0.048336 0.017137 0.001214
0.118847 0.103580 0.157931 0.136536 -0.115214 -0.095725 0.015267 0.021395 0.019489
-0.066795 -0.064022 0.209456 0.187364 0.231371 0.262536 0.002773 0.022092 0.031165
-0.057829 -0.067730 -0.185142 -0.199933 0.209246 0.188489 0.009901 0.014791 0.020757
-0.015110 -0.024061 -0.058016 -0.075312 0.065474 0.088599 0.008951 0.017296 0.023125
0.434322 0.433581 -0.036923 -0.024983 -0.234365 -0.207568 0.000740 0.011940 0.026797
-0.138364 -0.132532 -0.287148 -0.288567 0.119020 0.116837 0.005832 0.001419 0.002183
-0.393439 -0.403385 -0.057113 0.003192 0.346448 0.326061 0.009946 0.060305 0.020387
-0.047140 -0.047358 0.376198 0.410202 -0.117767 -0.146046 0.000218 0.034004 0.028279
-0.146352 -0.129847 0.474577 0.485456 -0.089718 -0.095098 0.016505 0.010879 0.005380
0.069079 0.046640 -0.205650 -0.221387 -0.068513 -0.034625 0.022439 0.015738 0.033888
-0.062068 -0.103182 -0.130959 -0.143107 0.103414 0.143021 0.041114 0.012148 0.039607
-0.194929 -0.170601 -0.317601 -0.311197 -0.151562 -0.142366 0.024328 0.006404 0.009196
-0.128150 -0.117137 0.208776 0.195521 0.033391 0.033153 0.011013 0.013254 0.000239
-0.721751 -0.700621 0.405605 0.423399 0.402574 0.390048 0.021130 0.017794 0.012527
0.284506 0.276135 -0.011763 0.002071 -0.575831 -0.566815 0.008370 0.013834 0.009016
0.062956 0.079846 0.042876 0.029862 0.168918 0.166602 0.016890 0.013014 0.002316
-0.266881 -0.255404 -0.297770 -0.329313 0.469371 0.480952 0.011477 0.031543 0.011581
-0.309868 -0.314372 0.024789 0.078168 -0.123965 -0.140815 0.004504 0.053379 0.016849
-0.643416 -0.670742 -0.443780 -0.480755 -0.241732 -0.289295 0.027326 0.036975 0.047563
-0.033498 -0.042958 -0.003543 -0.003332 0.010750 0.015738 0.009460 0.000211 0.004988
-0.136476 -0.135852 0.142532 0.149337 0.184148 0.196379 0.000624 0.006806 0.012231
-0.375835 -0.360332 -0.178109 -0.160856 -0.481238 -0.468384 0.015504 0.017252 0.012854
0.279007 0.268475 0.113347 0.115876 -0.121544 -0.132821 0.010532 0.002529 0.011276
-0.137241 -0.168630 0.337713 0.335267 -0.129701 -0.144309 0.031389 0.002446 0.014608
-0.757624 -0.764649 0.269668 0.263950 0.109894 0.098361 0.007026 0.005718 0.011534
-0.325361 -0.326937 -0.273970 -0.276346 0.199362 0.200109 0.001576 0.002376 0.000748
0.060414 0.086669 -0.225899 -0.221161 -0.148776 -0.157176 0.026255 0.004737 0.008400
-0.077075 -0.068751 -0.260042 -0.248862 -0.753299 -0.726967 0.008324 0.011180 0.026331
0.373437 0.367097 -0.286277 -0.256639 0.224423 0.188410 0.006341 0.029638 0.036013
0.202727 0.193373 -0.021626 -0.014969 0.302834 0.319098 0.009354 0.006657 0.016264
0.425489 0.415565 -0.707731 -0.687199 -0.311485 -0.275116 0.009924 0.020532 0.036370
-0.519849 -0.512249 -0.328767 -0.319151 -0.286941 -0.277184 0.007600 0.009616 0.009756
0.484697 0.497465 -0.154192 -0.148688 -0.437766 -0.389695 0.012768 0.005504 0.048071
-0.077806 -0.077042 0.262590 0.265435 0.170744 0.144118 0.000764 0.002845 0.026626
0.867327 0.862757 -0.082992 -0.085320 -0.492057 -0.493192 0.004570 0.002328 0.001135
0.245308 0.213197 0.597791 0.601689 -0.704137 -0.711667 0.032110 0.003898 0.007531
0.076371 0.073022 -0.785364 -0.762752 -0.044885 -0.076879 0.003349 0.022612 0.031994
-0.313939 -0.313380 0.027643 -0.005742 0.244662 0.213209 0.000558 0.033385 0.031453
0.463438 0.445661 0.087782 0.102428 0.352757 0.374616 0.017777 0.014646 0.021859
-0.217282 -0.231678 0.206352 0.224587 0.093033 0.072673 0.014397 0.018235 0.020359
-0.843373 -0.839499 0.086045 0.093518 0.745847 0.746268 0.003873 0.007473 0.000421
-0.031265 -0.071054 0.829132 0.846382 0.946167 0.930658 0.039788 0.017251 0.015509
-0.665116 -0.646739 -0.493518 -0.494566 -0.010064 -0.012906 0.018377 0.001048 0.002841
0.220536 0.181230 -0.200960 -0.216816 -0.124176 -0.109911 0.039305 0.015856 0.014265
0.120467 0.112312 0.109173 0.109743 0.572129 0.577132 0.008155 0.000570 0.005003
-0.142554 -0.153386 0.244609 0.233650 0.097972 0.082543 0.010831 0.010959 0.015430
0.358053 0.350791 -0.193169 -0.196213 0.377576 0.367212 0.007262 0.003044 0.010364
-0.313887 -0.288975 0.361101 0.367481 0.096843 0.106330 0.024912 0.006380 0.009487
-0.045475 -0.031755 -0.052631 -0.024082 -0.078159 -0.069641 0.013720 0.028549 0.008518
0.181335 0.206374 0.252835 0.250093 0.272479 0.243751 0.025040 0.002742 0.028728
0.203485 0.196327 -0.204560 -0.193087 0.141848 0.134407 0.007158 0.011474 0.007441
-0.213421 -0.231165 0.481249 0.480999 0.486426 0.503062 0.017743 0.000250 0.016636
-0.174722 -0.168549 -0.100686 -0.097682 -0.029721 -0.024217 0.006173 0.003004 0.005505
-0.508363 -0.491381 0.015455 0.067229 0.162889 0.181295 0.016982 0.051773 0.018405
-0.001945 -0.010035 0.399625 0.397803 0.221446 0.216042 0.008090 0.001822 0.005405
-0.189734 -0.165064 -0.721309 -0.703713 0.083781 0.094070 0.024671 0.017597 0.010289
-0.338811 -0.330572 0.365121 0.341414 -0.093721 -0.058085 0.008238 0.023707 0.035636
0.013171 -0.000491 -0.357223 -0.344569 0.470557 0.440619 0.013662 0.012654 0.029938
-0.108763 -0.128670 -0.253421 -0.229428 -0.005866 -0.017930 0.019907 0.023992 0.012064
-0.082468 -0.065908 0.091262 0.068053 -0.002885 0.015832 0.016560 0.023209 0.018717
0.247619 0.251641 -0.040802 -0.041693 -0.312782 -0.320043 0.004022 0.000891 0.007261
-0.191466 -0.199803 0.057185 0.048698 0.391965 0.381254 0.008337 0.008487 0.010711
-0.406069 -0.397967 0.209625 0.246256 0.192747 0.192506 0.008102 0.036631 0.000241
0.146935 0.156166 0.288033 0.262788 0.311908 0.317471 0.009231 0.025245 0.005563
0.418698 0.414440 0.599687 0.590743 0.349569 0.331326 0.004258 0.008944 0.018243
0.038922 0.031102 -0.081443 -0.088625 0.299373 0.301196 0.007820 0.007181 0.001823
-0.081219 -0.105643 0.021843 0.003159 0.644938 0.661831 0.024424 0.018683 0.016893
0.392829 0.402017 -0.251798 -0.215671 -0.213999 -0.232396 0.009188 0.036127 0.018397
-0.434677 -0.446016 -0.210675 -0.224519 -0.470500 -0.485967 0.011340 0.013844 0.015466
-0.027364 -0.015501 0.257619 0.285429 0.173343 0.186011 0.011863 0.027810 0.012668
0.362737 0.307344 0.165046 0.167993 -0.333715 -0.335039 0.055393 0.002947 0.001324
0.405460 0.387440 -0.346483 -0.323292 0.082723 0.083983 0.018020 0.023190 0.001260
0.000583 -0.025991 -0.269487 -0.221215 0.048216 0.099540 0.026574 0.048272 0.051324
0.198683 0.212661 -0.184624 -0.184105 -0.205082 -0.236786 0.013978 0.000518 0.031704
0.155067 0.155512 0.706348 0.698611 0.173429 0.161651 0.000444 0.007737 0.011778
-0.228013 -0.245867 -0.157511 -0.163372 0.357984 0.380091 0.017854 0.005860 0.022108
0.245633 0.201773 -0.123575 -0.111668 -0.348423 -0.377800 0.043860 0.011907 0.029377
0.072074 0.064428 0.170303 0.183904 0.356610 0.337238 0.007645 0.013601 0.019372
0.610394 0.605689 0.164924 0.199442 0.420231 0.412587 0.004705 0.034518 0.007644
0.134828 0.149384 -0.014082 -0.023646 0.060974 0.038092 0.014556 0.009565 0.022882
0.226619 0.165831 -0.321894 -0.334207 -0.117893 -0.052004 0.060789 0.012313 0.065889
0.285628 0.304762 -0.238935 -0.158202 0.017331 0.004602 0.019134 0.080733 0.012729
0.216185 0.186979 0.457750 0.457628 -0.147122 -0.151623 0.029206 0.000123 0.004501
-0.320341 -0.332071 -0.005654 -0.028128 -0.005956 -0.017614 0.011730 0.022473 0.011658
-0.043771 -0.044093 0.341587 0.320889 0.138255 0.145201 0.000321 0.020698 0.006945
-0.000832 0.009793 0.330870 0.338105 0.324655 0.328698 0.010625 0.007235 0.004043
0.313521 0.314811 -0.133027 -0.072943 -0.228355 -0.247320 0.001290 0.060084 0.018965
0.681907 0.674466 -0.282523 -0.287427 0.379074 0.408652 0.007441 0.004904 0.029578
-0.294882 -0.318572 -0.095965 -0.081700 0.077392 0.096750 0.023691 0.014265 0.019358
-0.038687 -0.024448 -0.050899 -0.057921 0.373726 0.320504 0.014239 0.007022 0.053222
0.369884 0.333197 0.349468 0.391764 -0.372659 -0.348701 0.036687 0.042296 0.023958
-0.291691 -0.277399 -0.544049 -0.533418 -0.745647 -0.759809 0.014292 0.010630 0.014162
0.319206 0.298074 0.332627 0.316503 -0.061885 -0.060777 0.021132 0.016124 0.001109
-0.220178 -0.188719 -0.036960 -0.002559 0.267732 0.240616 0.031460 0.034401 0.027116
0.458800 0.461309 -0.976954 -0.964544 -0.131679 -0.123988 0.002508 0.012410 0.007691
0.872012 0.872456 -0.079275 -0.084115 -0.759880 -0.760078 0.000443 0.004840 0.000198
-0.287260 -0.272515 -0.145321 -0.158987 0.004141 -0.001746 0.014745 0.013665 0.005888
-0.225077 -0.213823 0.081794 0.095113 -0.433108 -0.425362 0.011254 0.013319 0.007746
-0.120628 -0.116156 -0.361954 -0.367668 -0.455498 -0.477225 0.004472 0.005714 0.021727
-0.167775 -0.180016 0.415213 0.367460 -0.007461 -0.005270 0.012240 0.047752 0.002192
-0.391855 -0.410880 0.103861 0.137917 0.075093 0.039113 0.019025 0.034056 0.035980
-0.094260 -0.099913 0.373327 0.318037 0.316212 0.317600 0.005653 0.055290 0.001388
-0.622701 -0.648824 -0.627526 -0.683515 0.467801 0.473794 0.026124 0.055989 0.005993
0.310416 0.261711 -0.576989 -0.565058 -0.069916 -0.062349 0.048705 0.011931 0.007567
-0.044187 -0.041417 -0.514241 -0.503894 0.249358 0.239888 0.002770 0.010347 0.009470
0.354903 0.355167 -0.198206 -0.201842 -0.601406 -0.602155 0.000265 0.003636 0.000749
0.283083 0.280835 -0.195809 -0.229385 -0.547516 -0.556541 0.002248 0.033576 0.009025
0.176927 0.158636 -0.180310 -0.178311 0.113287 0.093194 0.018291 0.001999 0.020093
-0.021845 -0.015783 0.402017 0.416705 0.173404 0.150513 0.006062 0.014688 0.022891
-0.507983 -0.502085 0.275610 0.266074 -0.404253 -0.416944 0.005898 0.009536 0.012691
-0.213594 -0.225754 -0.041216 -0.063269 0.294758 0.297733 0.012160 0.022053 0.002975
-0.019507 0.022169 0.350789 0.358093 0.053798 0.079442 0.041676 0.007303 0.025643
-0.847822 -0.850768 0.123029 0.134647 0.629370 0.624568 0.002946 0.011618 0.004802
0.002714 0.013374 -0.379518 -0.340321 -0.028955 -0.026764 0.010660 0.039198 0.002190
0.137493 0.158881 -0.088847 -0.093440 -0.367453 -0.356635 0.021388 0.004593 0.010818
-0.105778 -0.107305 0.587613 0.582626 0.559364 0.543890 0.001527 0.004986 0.015474
0.275157 0.215667 0.113877 0.089717 -0.053536 -0.026187 0.059490 0.024160 0.027349
0.240238 0.214274 0.180804 0.177771 -0.223476 -0.210366 0.025964 0.003034 0.013110
-0.915307 -0.904656 -0.695951 -0.746050 -0.700816 -0.701506 0.010651 0.050099 0.000690
0.041080 0.025255 0.249152 0.304455 0.335545 0.324087 0.015825 0.055303 0.011459
-0.136031 -0.109179 -0.130901 -0.124868 0.470161 0.416830 0.026852 0.006033 0.053331
0.168451 0.202553 0.007822 -0.008928 -0.106281 -0.122323 0.034103 0.016751 0.016043
0.392551 0.387627 0.073253 0.089713 -0.335081 -0.302910 0.004924 0.016460 0.032171
-0.114243 -0.100199 -0.166184 -0.193906 0.091023 0.096244 0.014044 0.027722 0.005222
0.359007 0.359256 0.114040 0.092790 -0.366422 -0.359503 0.000250 0.021250 0.006919
1.178714 1.155215 0.758024 0.766238 1.174678 1.181968 0.023499 0.008214 0.007291
0.501541 0.502302 0.428198 0.459358 0.084921 0.119576 0.000761 0.031160 0.034655
0.481180 0.506138 -0.364291 -0.350515 -0.805915 -0.797540 0.024958 0.013776 0.008376
-1.522742 -1.521334 -0.518563 -0.496154 -0.955326 -0.923253 0.001408 0.022410 0.032074
0.194819 0.187462 0.526355 0.493161 0.392388 0.395316 0.007357 0.033195 0.002928
-0.642960 -0.639459 -0.049939 -0.026895 0.103670 0.095721 0.003501 0.023044 0.007948
-0.404700 -0.392916 -0.192783 -0.220733 -0.184638 -0.182637 0.011784 0.027950 0.002001
0.179463 0.161622 0.229305 0.223441 -0.273754 -0.293033 0.017840 0.005863 0.019280
0.005565 0.012292 0.164332 0.162384 0.367717 0.367834 0.006727 0.001948 0.000118
0.591883 0.576968 0.110723 0.112300 0.245009 0.228356 0.014915 0.001577 0.016654
0.420365 0.402534 -0.668362 -0.669708 -0.433437 -0.427367 0.017831 0.001346 0.006071
0.037959 0.040202 -0.575595 -0.562047 -0.100103 -0.047970 0.002242 0.013548 0.052133
-0.566933 -0.507155 0.048649 0.043254 0.324575 0.340725 0.059778 0.005395 0.016150
0.461344 0.447720 0.496466 0.493230 0.109670 0.095695 0.013624 0.003236 0.013975
-0.252782 -0.228157 0.314538 0.299095 0.034373 0.045914 0.024625 0.015442 0.011540
0.379713 0.405985 0.084899 0.060616 -0.015176 -0.001342 0.026272 0.024283 0.013834
0.083887 0.089237 -0.078167 -0.065607 0.115398 0.137314 0.005350 0.012560 0.021916
-0.587021 -0.577564 -0.057741 -0.085018 0.291950 0.271105 0.009457 0.027277 0.020845
0.164207 0.168582 -0.264738 -0.244075 -0.276653 -0.252886 0.004376 0.020664 0.023767
0.879707 0.868617 0.130510 0.135586 0.068167 0.065544 0.011090 0.005076 0.002623
0.268054 0.250961 0.776411 0.751310 0.146859 0.141476 0.017093 0.025102 0.005382
0.237095 0.255186 -0.458385 -0.463627 -0.331245 -0.356512 0.018091 0.005241 0.025267
-0.543506 -0.536298 0.163143 0.134138 -0.027635 -0.049164 0.007208 0.029005 0.021530
-0.427263 -0.409192 -0.489532 -0.516783 0.041093 0.060958 0.018071 0.027251 0.019866
-0.166420 -0.209245 0.169010 0.160662 -0.155830 -0.144799 0.042825 0.008348 0.011031
-0.222373 -0.208068 0.216547 0.232095 -0.194219 -0.215167 0.014305 0.015548 0.020947
0.094793 0.144589 0.202956 0.261412 0.096429 0.120416 0.049795 0.058456 0.023987
-0.033541 -0.004277 -0.802863 -0.780625 -0.100966 -0.073246 0.029264 0.022238 0.027720
0.482140 0.457386 -0.234072 -0.221916 -0.281356 -0.290455 0.024754 0.012156 0.009100
-0.002006 -0.009833 0.272013 0.268940 -0.225918 -0.217241 0.007826 0.003073 0.008677
-0.438957 -0.435540 -0.260716 -0.269170 -0.199357 -0.209179 0.003417 0.008454 0.009822
-0.555648 -0.555437 -0.166871 -0.156115 0.083542 0.103656 0.000211 0.010756 0.020114
-0.328438 -0.337136 0.114118 0.102339 -0.210626 -0.188111 0.008698 0.011779 0.022515
0.514642 0.509269 -0.161269 -0.160128 0.532249 0.545904 0.005373 0.001141 0.013654
-0.355443 -0.340290 0.026359 -0.012212 -0.304538 -0.325271 0.015153 0.038570 0.020733
0.038980 0.056009 -0.197830 -0.215416 -0.015885 -0.049800 0.017029 0.017586 0.033916
-0.148498 -0.153350 0.272589 0.251850 0.273851 0.280713 0.004852 0.020739 0.006863
0.060735 0.095678 -0.429843 -0.459111 -0.194763 -0.165919 0.034944 0.029268 0.028844
-0.417471 -0.445272 0.610188 0.611945 0.291252 0.240606 0.027801 0.001756 0.050646
0.306771 0.296083 -0.573147 -0.572204 0.259679 0.271609 0.010688 0.000943 0.011930
0.311006 0.304467 -0.109241 -0.107979 0.310399 0.313141 0.006540 0.001262 0.002741
0.142410 0.159225 0.672837 0.678683 -0.196313 -0.176351 0.016815 0.005846 0.019962
-0.026152 -0.030319 -0.590574 -0.598828 0.351490 0.348061 0.004167 0.008254 0.003429
-0.284525 -0.288623 -0.001221 -0.042059 -0.213957 -0.192434 0.004098 0.040837 0.021523
-0.225708 -0.232019 -0.281668 -0.262248 0.153251 0.165210 0.006311 0.019420 0.011959
-0.307488 -0.320194 0.251235 0.240201 0.414281 0.358147 0.012706 0.011034 0.056133
-0.064259 -0.026295 -0.115932 -0.086135 0.174792 0.165710 0.037964 0.029797 0.009082
0.149181 0.157388 0.502180 0.535751 -0.226606 -0.213606 0.008207 0.033571 0.013000
-0.362081 -0.331150 -0.036010 -0.075530 0.250894 0.221904 0.030932 0.039520 0.028991
-0.166299 -0.172894 -0.232793 -0.213426 0.389649 0.382338 0.006596 0.019367 0.007311
0.329171 0.340913 0.160478 0.183188 0.650862 0.653198 0.011741 0.022711 0.002335
0.147784 0.108618 0.009138 -0.015574 -0.085966 -0.065880 0.039167 0.024712 0.020085
0.046829 0.056635 -0.112030 -0.106881 -0.424924 -0.418697 0.009806 0.005149 0.006226
0.106496 0.131333 0.536650 0.537533 -0.360343 -0.331440 0.024837 0.000884 0.028903
-0.154450 -0.151745 0.191618 0.188393 0.231307 0.239835 0.002705 0.003225 0.008528
0.741490 0.730972 -0.823286 -0.873087 0.216110 0.260316 0.010518 0.049801 0.044206
-0.743670 -0.740356 0.194964 0.194216 0.772215 0.774109 0.003314 0.000748 0.001894
0.244546 0.257717 -0.237320 -0.257871 -0.494811 -0.492451 0.013171 0.020552 0.002361
0.349876 0.344287 -0.540051 -0.527657 -0.429962 -0.427271 0.005589 0.012394 0.002691
-0.112666 -0.109398 0.507930 0.504999 -0.423532 -0.423417 0.003268 0.002931 0.000115
0.027675 0.033216 -0.287220 -0.288189 0.662083 0.669599 0.005542 0.000969 0.007516
-0.559851 -0.533089 0.208670 0.226341 -0.595509 -0.583962 0.026762 0.017671 0.011547
-0.116229 -0.103138 0.883905 0.895421 -0.161750 -0.142145 0.013091 0.011516 0.019605
0.293367 0.268165 0.573610 0.590596 0.606454 0.641106 0.025202 0.016986 0.034653
0.286543 0.281028 -0.547729 -0.550114 -0.110097 -0.110229 0.005515 0.002385 0.000132
0.566876 0.546988 -1.015817 -1.031789 0.490145 0.471427 0.019887 0.015972 0.018717
0.115913 0.123086 0.105426 0.057602 0.082743 0.039644 0.007173 0.047824 0.043098
0.335662 0.361020 0.126855 0.139511 -0.576125 -0.564188 0.025358 0.012656 0.011937
-0.252046 -0.230082 0.304791 0.351105 -0.145493 -0.123312 0.021965 0.046314 0.022182
0.370061 0.381038 -0.097729 -0.091740 0.801030 0.780096 0.010977 0.005989 0.020935
0.097007 0.078441 -0.293940 -0.282548 -0.015448 -0.014239 0.018565 0.011391 0.001209
-0.349617 -0.342626 -0.273020 -0.294834 -0.034015 -0.038551 0.006991 0.021814 0.004536
0.091266 0.092726 -0.199675 -0.229035 0.029914 0.037220 0.001460 0.029361 0.007306
0.083531 0.106626 0.259532 0.288190 0.484880 0.514500 0.023095 0.028658 0.029620
-0.017489 -0.000427 0.338527 0.338755 -0.329246 -0.331673 0.017062 0.000228 0.002427
0.333785 0.336697 -0.303173 -0.302809 0.119731 0.089889 0.002913 0.000364 0.029841
0.218290 0.238831 0.600361 0.576717 0.386597 0.378110 0.020541 0.023644 0.008487
0.149490 0.129627 0.382113 0.342220 -0.389444 -0.377133 0.019864 0.039893 0.012311
0.167937 0.147617 -0.061386 -0.036464 0.004797 -0.010408 0.020320 0.024923 0.015205
-0.478639 -0.483399 -0.357376 -0.361096 -0.431196 -0.457712 0.004760 0.003719 0.026516
-0.288709 -0.290247 -0.242987 -0.239245 0.682469 0.719863 0.001538 0.003742 0.037394
