# dft_x model_x dft_y model_y dft_z model_z diff_x diff_y diff_z
0.142941 0.101248 0.103996 0.060820 0.020053 0.084753 0.041693 0.043175 0.064701
-0.703575 -0.729503 -1.161589 -1.171176 -0.567995 -0.614736 0.025929 0.009587 0.046740
0.553795 0.583283 -0.144307 -0.190418 2.442443 2.438445 0.029488 0.046111 0.003998
0.253595 0.206822 0.091190 0.089690 -0.134930 -0.156373 0.046773 0.001500 0.021443
1.117834 1.203742 0.389119 0.436265 -0.703165 -0.691225 0.085908 0.047146 0.011940
-1.474944 -1.459544 0.912578 0.861112 0.294280 0.253817 0.015400 0.051466 0.040463
0.323906 0.332121 -1.304622 -1.306584 1.218145 1.221503 0.008216 0.001961 0.003358
-1.133327 -1.199407 -0.451123 -0.498017 -0.252943 -0.249403 0.066080 0.046893 0.003540
0.145753 0.097198 0.095124 0.046152 -0.574901 -0.655563 0.048554 0.048971 0.080662
0.078413 0.119229 -0.334900 -0.330248 0.605094 0.617082 0.040815 0.004652 0.011988
-0.576792 -0.587731 -0.793367 -0.749712 -1.442011 -1.514953 0.010939 0.043655 0.072942
2.953864 2.984493 0.133837 0.174237 -0.562756 -0.561732 0.030629 0.040400 0.001024
0.375440 0.355661 1.060434 1.024369 -0.714723 -0.691029 0.019779 0.036065 0.023694
0.754449 0.671480 -0.436184 -0.490589 -1.136834 -1.215942 0.082969 0.054405 0.079108
-0.402575 -0.451631 1.895949 1.910191 0.283732 0.358383 0.049056 0.014241 0.074651
-0.042880 -0.042234 -2.618175 -2.617291 0.901331 0.834925 0.000646 0.000883 0.066406
-0.577089 -0.557783 -1.126266 -1.062230 -1.773888 -1.780630 0.019306 0.064036 0.006742
0.159006 0.149903 -0.620921 -0.674295 -0.153751 -0.167287 0.009103 0.053374 0.013536
0.130264 0.085028 -0.348452 -0.331241 0.609595 0.672135 0.045236 0.017211 0.062540
0.673007 0.662470 0.013927 0.060943 0.019489 0.008190 0.010537 0.047016 0.011298
-0.600699 -0.605696 -1.194578 -1.213935 -0.581128 -0.565429 0.004996 0.019358 0.015699
-0.734420 -0.830602 -0.096201 -0.156558 -0.346308 -0.410353 0.096183 0.060356 0.064046
0.001957 -0.011285 -1.218128 -1.294126 0.892788 0.852888 0.013242 0.075998 0.039900
-1.190771 -1.115151 0.774673 0.799979 0.849152 0.861577 0.075620 0.025306 0.012425
1.038228 1.034454 0.148171 0.176016 0.137268 0.139415 0.003774 0.027845 0.002147
1.003399 1.003173 -0.128249 -0.118559 1.295770 1.259154 0.000226 0.009690 0.036616
0.863201 0.935107 -0.022084 -0.005990 -1.885610 -1.847161 0.071906 0.016095 0.038449
-1.135265 -1.151874 0.713619 0.780767 -0.176255 -0.156426 0.016609 0.067149 0.019829
0.204750 0.136229 0.991989 1.035250 2.176530 2.137264 0.068521 0.043260 0.039266
-0.573911 -0.515507 -1.208036 -1.206133 0.255555 0.185276 0.058404 0.001904 0.070278
-1.341341 -1.233224 0.701045 0.668824 0.505804 0.526571 0.108118 0.032221 0.020767
-2.128057 -2.119771 -0.745230 -0.672054 1.052071 0.977060 0.008286 0.073176 0.075012
0.845603 0.881305 -0.716130 -0.639329 -0.261882 -0.245239 0.035701 0.076801 0.016643
-0.987996 -0.980742 0.599370 0.663677 0.306440 0.286809 0.007254 0.064307 0.019631
0.762303 0.821183 0.620561 0.609409 0.494502 0.515723 0.058880 0.011151 0.021222
-0.693205 -0.768874 -0.841506 -0.828878 0.110560 -0.041595 0.075669 0.012628 0.152155
0.725851 0.760023 -0.027053 -0.095807 -1.262809 -1.239143 0.034172 0.068755 0.023665
0.421754 0.420320 -0.046985 0.031535 -0.312992 -0.267223 0.001434 0.078520 0.045770
0.386632 0.311972 -1.726843 -1.685018 -0.968103 -0.971178 0.074660 0.041825 0.003075
0.262513 0.287914 0.112854 0.124279 -0.904759 -0.877529 0.025401 0.011425 0.027230
-0.678199 -0.613554 -0.350233 -0.367799 0.285562 0.295668 0.064645 0.017566 0.010106
-0.048560 -0.056248 1.838208 1.885580 -0.070402 -0.000211 0.007689 0.047372 0.070191
0.500993 0.510743 -0.172673 -0.199633 -1.277937 -1.323975 0.009750 0.026960 0.046039
-0.921750 -0.889884 0.567807 0.644547 0.636777 0.661066 0.031866 0.076741 0.024289
-0.501744 -0.387728 0.522990 0.602005 1.772248 1.725361 0.114017 0.079015 0.046888
0.719994 0.719611 0.292988 0.232111 1.614872 1.626099 0.000384 0.060877 0.011226
1.651764 1.643166 -0.019222 -0.024424 -0.832186 -0.855459 0.008598 0.005203 0.023273
-1.510063 -1.523631 1.056601 1.003968 0.132790 0.177598 0.013568 0.052634 0.044808
0.814181 0.786023 0.769690 0.726333 -0.409828 -0.392446 0.028157 0.043357 0.017381
-0.436593 -0.464051 -0.517084 -0.515866 0.204615 0.148568 0.027458 0.001218 0.056047
0.640170 0.644475 -0.494613 -0.545063 -0.110740 -0.135790 0.004305 0.050450 0.025050
-2.082246 -2.076547 -0.581068 -0.605565 -0.516783 -0.537880 0.005699 0.024497 0.021096
0.388823 0.348650 -0.092652 -0.070490 0.394848 0.422265 0.040173 0.022162 0.027416
0.425022 0.418625 0.508235 0.568824 -0.417254 -0.439255 0.006397 0.060588 0.022001
-1.329720 -1.341667 1.456466 1.434627 -0.503095 -0.507108 0.011947 0.021840 0.004013
-1.596879 -1.614952 1.119958 1.180181 -0.075442 -0.065259 0.018073 0.060223 0.010183
-1.537486 -1.554010 0.139715 0.150904 0.427250 0.450511 0.016525 0.011189 0.023260
0.047145 0.050380 -0.040962 -0.027552 0.626323 0.598676 0.003235 0.013409 0.027647
0.115276 0.076498 1.325981 1.242720 -0.625391 -0.656691 0.038778 0.083261 0.031300
1.404728 1.387366 -1.210736 -1.145088 -1.916100 -1.908234 0.017362 0.065648 0.007865
1.443270 1.426443 -0.800051 -0.861168 0.110466 0.103531 0.016827 0.061116 0.006935
-0.661424 -0.644833 0.452856 0.439695 0.487785 0.522941 0.016591 0.013160 0.035156
-0.193549 -0.245165 -0.638134 -0.606994 -0.166149 -0.158750 0.051617 0.031141 0.007399
-1.115838 -1.183835 0.348286 0.496898 1.093179 1.093757 0.067997 0.148612 0.000578
0.459678 0.463678 0.495272 0.501571 -0.265671 -0.237213 0.004000 0.006299 0.028458
1.026176 1.022844 1.559228 1.528315 0.245401 0.245266 0.003332 0.030913 0.000136
0.375317 0.363228 0.663252 0.707146 -0.237262 -0.302569 0.012088 0.043893 0.065307
0.361370 0.343423 2.532977 2.570910 -0.312516 -0.255714 0.017947 0.037933 0.056803
-0.905307 -0.917349 -0.104611 -0.057636 1.003703 0.989515 0.012042 0.046974 0.014188
0.099289 0.031685 0.590360 0.565177 0.383399 0.381246 0.067604 0.025183 0.002153
-0.340701 -0.347868 1.570398 1.587807 -2.212357 -2.242933 0.007167 0.017409 0.030577
0.499520 0.504293 -0.355578 -0.347968 -1.622164 -1.631727 0.004772 0.007610 0.009563
1.518801 1.470995 1.773945 1.772188 -2.691126 -2.647620 0.047806 0.001757 0.043506
0.084301 0.021954 -0.765048 -0.729321 0.749062 0.638639 0.062347 0.035727 0.110423
0.107256 0.091901 -0.817515 -0.827437 -1.582960 -1.598989 0.015355 0.009921 0.016029
-2.244758 -2.193079 0.195193 0.181590 -1.745430 -1.710920 0.051679 0.013603 0.034510
-1.128169 -1.192996 -1.116540 -1.094818 -0.999011 -0.953678 0.064827 0.021722 0.045333
0.085756 0.098783 -1.710990 -1.766065 0.402684 0.410333 0.013028 0.055075 0.007649
-0.494812 -0.460554 -0.555552 -0.631027 0.040135 -0.039788 0.034258 0.075475 0.079923
-0.315961 -0.321287 0.482620 0.482281 2.790619 2.756802 0.005326 0.000338 0.033817
-2.266383 -2.229715 -1.514012 -1.601508 -0.087257 -0.139966 0.036669 0.087496 0.052709
0.431963 0.443220 0.476404 0.509409 0.146725 0.113906 0.011257 0.033006 0.032818
-0.617661 -0.623371 0.778377 0.762265 -2.376237 -2.353652 0.005710 0.016112 0.022585
-2.029769 -1.994682 -0.476399 -0.486125 0.061705 0.069266 0.035087 0.009726 0.007561
2.021981 2.045201 0.241668 0.274831 2.029078 2.013611 0.023220 0.033163 0.015467
0.857258 0.892800 -0.331707 -0.365146 0.758474 0.768282 0.035542 0.033439 0.009808
-0.444832 -0.393171 -0.023744 -0.020577 2.617929 2.647738 0.051660 0.003167 0.029809
-0.268493 -0.365027 0.377253 0.376151 -0.646009 -0.535246 0.096534 0.001102 0.110764
-0.164310 -0.261417 -1.090238 -1.067830 -0.313979 -0.284150 0.097107 0.022408 0.029829
1.383872 1.367235 0.186467 0.262689 -0.811032 -0.768790 0.016637 0.076222 0.042243
-2.458061 -2.489307 -0.523888 -0.609395 -2.647014 -2.736842 0.031246 0.085507 0.089828
0.653175 0.690954 0.414048 0.329487 -1.720559 -1.630038 0.037778 0.084561 0.090521
-0.361383 -0.379991 0.490209 0.504327 0.681508 0.737500 0.018607 0.014118 0.055992
0.150808 0.214550 0.409457 0.430945 -0.816843 -0.755370 0.063742 0.021488 0.061472
-0.411548 -0.533563 -3.100449 -3.074180 -0.955881 -0.762460 0.122015 0.026269 0.193421
-1.005850 -1.035761 -0.052921 0.045458 0.510127 0.490984 0.029911 0.098379 0.019142
-0.298765 -0.411085 -1.026704 -0.868027 0.357031 0.242720 0.112320 0.158677 0.114311
1.594766 1.576052 1.712994 1.798678 0.934477 0.949142 0.018715 0.085683 0.014665
-0.101335 -0.132323 -0.168331 -0.222923 0.386153 0.389996 0.030989 0.054592 0.003843
-0.670453 -0.683090 0.328764 0.465781 2.581655 2.556081 0.012637 0.137018 0.025574
0.561470 0.642554 0.598674 0.579314 -0.641871 -0.619836 0.081084 0.019360 0.022035
-0.610660 -0.620374 0.659631 0.577926 -0.055760 -0.079444 0.009713 0.081706 0.023685
-0.552535 -0.413217 -0.616258 -0.601218 -2.895819 -2.812987 0.139318 0.015039 0.082832
-0.159825 -0.162031 0.037138 -0.016104 1.268314 1.178651 0.002206 0.053243 0.089662
0.422884 0.314799 -2.016681 -2.077989 0.482689 0.530934 0.108085 0.061308 0.048245
0.056438 0.055685 0.675930 0.748069 -1.954769 -1.993506 0.000753 0.072139 0.038737
-1.036522 -1.061009 -0.222375 -0.205960 1.674566 1.612422 0.024487 0.016415 0.062144
-0.890989 -0.937111 -1.351075 -1.438697 -1.372828 -1.361534 0.046122 0.087622 0.011294
-0.094392 -0.106059 -0.254540 -0.173264 -0.331241 -0.344555 0.011667 0.081276 0.013314
-1.913218 -1.889659 -0.083715 -0.103763 -0.832273 -0.782063 0.023559 0.020048 0.050209
0.695256 0.649393 1.349647 1.270139 1.141912 1.080760 0.045863 0.079508 0.061153
-1.169065 -1.148199 2.180232 2.192292 -0.665434 -0.661486 0.020866 0.012061 0.003948
0.590785 0.548976 1.498785 1.529962 0.153953 0.143023 0.041809 0.031177 0.010930
0.201779 0.228574 -1.481627 -1.527943 0.013784 0.097772 0.026795 0.046316 0.083988
-0.048326 -0.022768 -1.051637 -0.945127 0.767715 0.770320 0.025558 0.106510 0.002605
-0.540296 -0.421186 -0.568779 -0.593058 0.645823 0.604331 0.119110 0.024279 0.041492
0.058359 0.063976 0.153093 0.153788 0.360517 0.242923 0.005617 0.000695 0.117595
-0.524465 -0.506355 0.458998 0.431679 0.343067 0.331012 0.018110 0.027319 0.012054
0.442666 0.375908 0.620390 0.602973 0.751849 0.744952 0.066758 0.017417 0.006897
-0.577189 -0.627549 -1.951682 -1.953464 -0.490082 -0.490010 0.050360 0.001781 0.000072
-0.918513 -0.927888 -0.300543 -0.366241 0.286152 0.354376 0.009375 0.065697 0.068224
-0.026578 -0.134937 -1.301153 -1.299155 1.274374 1.281163 0.108359 0.001999 0.006789
-0.411743 -0.397283 0.942835 0.890308 -0.211304 -0.204375 0.014460 0.052527 0.006929
-0.198532 -0.211461 -0.924901 -0.837504 0.939576 0.871240 0.012928 0.087397 0.068336
-0.067685 -0.082413 -0.705858 -0.754702 -0.741810 -0.708731 0.014728 0.048844 0.033078
0.188527 0.162324 0.772812 0.700448 -0.952992 -0.981209 0.026203 0.072364 0.028216
0.863584 0.853899 0.139885 0.145518 0.183949 0.182369 0.009685 0.005633 0.001580
0.314622 0.282868 1.565248 1.540433 -0.030312 0.118240 0.031754 0.024815 0.148552
-0.736459 -0.681426 0.552151 0.549679 0.790584 0.843409 0.055033 0.002472 0.052826
-2.098810 -2.088470 -0.125342 -0.147610 -0.559758 -0.546929 0.010340 0.022268 0.012828
1.901179 1.855893 3.245732 3.213539 2.355111 2.424253 0.045286 0.032193 0.069142
0.575468 0.619331 1.796948 1.750117 -1.098324 -1.152140 0.043863 0.046831 0.053817
-0.448228 -0.440348 -0.142751 -0.180976 -0.512970 -0.528800 0.007880 0.038224 0.015830
0.110751 0.070647 0.112020 0.144267 0.311985 0.224059 0.040104 0.032247 0.087926
0.139114 0.122135 -1.096293 -1.087958 1.511631 1.513029 0.016980 0.008335 0.001397
-0.860316 -0.845372 0.531368 0.519569 -2.360576 -2.292967 0.014944 0.011798 0.067609
0.588223 0.688189 0.206880 0.253223 0.749357 0.723011 0.099966 0.046343 0.026347
1.790601 1.735507 -2.076795 -2.096478 0.382232 0.273852 0.055094 0.019683 0.108380
0.253136 0.263418 -1.583969 -1.603966 0.850745 0.834305 0.010282 0.019996 0.016440
0.482388 0.561395 0.727494 0.768835 -1.228149 -1.307897 0.079007 0.041341 0.079748
0.484346 0.387206 -0.731313 -0.714095 0.383157 0.308779 0.097139 0.017218 0.074379
0.682426 0.645803 0.368201 0.338535 1.235482 1.186663 0.036623 0.029667 0.048819
0.578144 0.529531 -2.273191 -2.333889 -0.715940 -0.701046 0.048612 0.060698 0.014894
0.406164 0.451311 -1.613070 -1.643682 -0.795271 -0.866681 0.045147 0.030612 0.071410
0.049812 0.036623 2.232643 2.224228 -0.694773 -0.655104 0.013188 0.008415 0.039669
0.048961 0.058100 -0.555715 -0.504920 -2.001514 -1.983671 0.009139 0.050795 0.017843
-0.003640 0.075346 0.505930 0.524531 0.060902 0.080305 0.078986 0.018601 0.019403
0.041720 -0.046800 0.107514 0.104353 0.225187 0.307341 0.088520 0.003160 0.082154
0.280931 0.238750 -0.726362 -0.771165 -0.014001 0.016778 0.042181 0.044803 0.030779
0.647200 0.721579 0.682489 0.648777 -0.276807 -0.282706 0.074378 0.033712 0.005900
-0.442379 -0.478593 1.795245 1.789734 -1.630825 -1.702659 0.036214 0.005511 0.071834
0.516731 0.544351 -1.378479 -1.456095 -0.206624 -0.168039 0.027620 0.077616 0.038584
1.118645 1.101685 0.387879 0.348852 -0.004879 0.001730 0.016960 0.039028 0.006609
-1.324255 -1.330208 0.199542 0.110041 1.323280 1.267643 0.005953 0.089501 0.055637
-1.737419 -1.784974 -0.058853 -0.014165 -1.029834 -0.920815 0.047554 0.044688 0.109019
-1.258368 -1.212862 0.616126 0.595079 -1.340361 -1.399272 0.045505 0.021047 0.058912
-0.100720 -0.124158 0.616985 0.641780 0.101502 0.079081 0.023438 0.024795 0.022421
-0.715293 -0.702866 0.264220 0.160363 -0.599433 -0.515463 0.012427 0.103857 0.083970
-0.549665 -0.584913 -1.537076 -1.521528 0.207456 0.184526 0.035247 0.015548 0.022930
-0.649144 -0.684685 0.133741 0.159253 1.444061 1.417761 0.035541 0.025512 0.026300
0.514256 0.488623 0.632557 0.637103 0.248986 0.262601 0.025633 0.004546 0.013615
1.454285 1.403752 -0.632331 -0.633747 2.580737 2.511165 0.050533 0.001416 0.069572
-0.244925 -0.208393 -0.954859 -0.929012 -0.586336 -0.541532 0.036532 0.025847 0.044804
-1.061305 -1.107982 0.688866 0.695959 0.070733 0.036822 0.046677 0.007093 0.033911
0.962998 0.982201 -0.258594 -0.243195 -0.612672 -0.622165 0.019203 0.015400 0.009493
0.283540 0.201754 -0.425363 -0.440953 -0.082287 -0.044587 0.081786 0.015589 0.037699
-1.073938 -1.021166 1.050282 1.050568 -0.045041 -0.075353 0.052772 0.000286 0.030312
0.508580 0.470721 -0.563625 -0.533179 -0.872670 -0.897296 0.037859 0.030446 0.024626
0.672320 0.577898 1.098378 1.120879 -0.565699 -0.530258 0.094422 0.022500 0.035441
0.826056 0.798028 0.962261 0.928070 -0.034351 -0.074206 0.028027 0.034190 0.039856
-1.201903 -1.252050 -0.081666 0.007519 2.356107 2.280774 0.050147 0.089185 0.075333
-0.783173 -0.839267 1.202408 1.187627 -0.909471 -0.926444 0.056094 0.014781 0.016974
0.311337 0.314975 0.235207 0.206976 0.216907 0.247111 0.003639 0.028231 0.030205
0.270992 0.236259 -0.362830 -0.432928 -0.853615 -0.740989 0.034733 0.070098 0.112626
-1.120644 -1.038577 0.333990 0.335004 -1.580438 -1.601629 0.082067 0.001015 0.021192
1.339934 1.326716 0.603376 0.618622 -0.177946 -0.176270 0.013218 0.015246 0.001676
-0.445163 -0.443882 0.283219 0.191000 1.218659 1.220847 0.001281 0.092219 0.002188
0.486797 0.500641 -1.988944 -1.912478 0.230188 0.269269 0.013844 0.076466 0.039081
0.189263 0.234453 -0.353666 -0.388440 0.061323 0.072142 0.045190 0.034774 0.010820
0.501629 0.488569 -0.346452 -0.369315 1.186834 1.159375 0.013060 0.022863 0.027459
1.844207 1.819047 -0.297109 -0.330502 -0.764750 -0.734595 0.025160 0.033393 0.030155
-0.115862 -0.064485 1.962802 1.974360 -1.546517 -1.468293 0.051377 0.011558 0.078224
1.999782 2.016258 0.594874 0.584183 -1.211317 -1.215744 0.016476 0.010691 0.004427
-0.137397 -0.103751 -0.438136 -0.354073 0.671628 0.741383 0.033646 0.084064 0.069755
0.203873 0.190434 1.274851 1.294317 0.675413 0.680271 0.013438 0.019466 0.004858
-1.038601 -1.003596 0.297426 0.258537 -1.580730 -1.597780 0.035005 0.038889 0.017049
-2.056672 -2.107957 -0.125593 -0.088866 1.754577 1.816339 0.051285 0.036727 0.061761
-0.296161 -0.238586 1.678328 1.740697 0.445653 0.373690 0.057576 0.062369 0.071964
-0.372757 -0.433987 -0.276910 -0.239265 0.666419 0.671957 0.061230 0.037646 0.005538
-0.112602 -0.149685 0.082958 -0.013609 -2.020711 -2.048091 0.037083 0.096567 0.027380
-0.439697 -0.379885 0.839236 0.791553 1.381588 1.309457 0.059812 0.047683 0.072132
-2.471611 -2.480680 1.180523 1.141943 -0.176426 -0.209630 0.009069 0.038580 0.033204
-0.445640 -0.467919 -0.122657 -0.134400 -0.511716 -0.485820 0.022279 0.011743 0.025896
1.007982 1.089934 0.831681 0.851556 -0.907231 -0.875084 0.081952 0.019876 0.032148
-0.778240 -0.780737 -2.439244 -2.373552 2.429408 2.344959 0.002497 0.065692 0.084449
-1.116134 -1.101123 0.299550 0.298413 1.035598 1.089451 0.015011 0.001137 0.053852
0.617694 0.588258 0.402655 0.369543 0.118742 0.080067 0.029436 0.033112 0.038675
-0.197220 -0.180765 1.500884 1.507574 -2.686882 -2.609200 0.016455 0.006690 0.077682
1.147024 1.118214 0.115553 0.033914 -0.984595 -0.973592 0.028810 0.081639 0.011003
0.044194 0.007046 0.823524 0.813190 -1.681390 -1.645015 0.037148 0.010335 0.036376
0.149665 0.096299 0.457455 0.374830 -0.135508 -0.095572 0.053366 0.082626 0.039936
1.465303 1.476449 0.895295 0.902088 0.304213 0.314730 0.011146 0.006793 0.010517
-0.168374 -0.171038 -1.670388 -1.596249 0.795041 0.754467 0.002664 0.074140 0.040575
1.055590 1.035352 0.833436 0.781122 -0.255789 -0.282125 0.020238 0.052314 0.026336
1.223449 1.208387 -0.624275 -0.605713 -0.395234 -0.405654 0.015062 0.018563 0.010420
-0.787590 -0.743700 -0.112256 -0.165308 -0.746742 -0.726469 0.043890 0.053052 0.020273
1.794131 1.872745 0.202209 0.243193 -0.182283 -0.164502 0.078613 0.040984 0.017782
0.047231 0.040676 -1.587692 -1.566945 1.282386 1.275425 0.006555 0.020747 0.006961
-1.515431 -1.532545 -0.495391 -0.538562 0.370412 0.328999 0.017115 0.043170 0.041412
0.972051 0.949096 -0.510872 -0.436822 -0.229559 -0.171568 0.022955 0.074049 0.057991
0.414755 0.419437 -0.793503 -0.813377 0.996799 1.063351 0.004682 0.019874 0.066552
0.932386 0.908454 -1.603540 -1.587654 0.374621 0.343360 0.023932 0.015887 0.031262
0.206371 0.180660 -1.378559 -1.451987 -0.601525 -0.600513 0.025711 0.073428 0.001013
0.536760 0.468388 -0.448354 -0.421664 0.886429 0.957416 0.068372 0.026690 0.070987
0.021454 0.016648 0.285107 0.353681 -0.404450 -0.341899 0.004806 0.068574 0.062551
-0.390316 -0.339801 -1.263441 -1.232568 -0.885414 -0.952260 0.050514 0.030873 0.066847
1.019647 1.013012 -0.081756 -0.114805 0.072009 0.033700 0.006635 0.033049 0.038309
-0.580313 -0.581521 -1.054332 -1.005180 -3.068838 -3.041606 0.001208 0.049152 0.027233
0.123807 0.122495 1.501556 1.557527 -0.747380 -0.821846 0.001312 0.055971 0.074466
-0.510823 -0.511773 0.751689 0.749600 0.262538 0.275361 0.000950 0.002089 0.012823
0.112903 0.109300 0.362458 0.391470 -1.325610 -1.272983 0.003603 0.029012 0.052627
-0.378934 -0.418723 -2.144689 -2.131748 -1.172134 -1.126056 0.039789 0.012941 0.046078
-0.084966 -0.130594 1.619283 1.591311 -0.139994 -0.143752 0.045628 0.027973 0.003758
0.576654 0.565231 0.258626 0.338302 -0.329345 -0.387672 0.011423 0.079676 0.058328
-1.049461 -1.040237 1.110692 1.105688 -0.828618 -0.862088 0.009224 0.005004 0.033470
1.068005 1.048400 0.307201 0.259551 -1.564792 -1.609762 0.019606 0.047650 0.044969
-0.340728 -0.353486 0.418145 0.443619 1.107951 1.130271 0.012757 0.025474 0.022320
-0.272020 -0.195276 -1.240960 -1.160880 -0.233970 -0.259252 0.076744 0.080080 0.025282
-0.765005 -0.709609 1.293966 1.308673 -0.389983 -0.421509 0.055396 0.014707 0.031526
0.948908 1.007318 -0.784106 -0.785169 -1.954115 -1.948885 0.058410 0.001062 0.005230
-1.020969 -1.054657 -0.165152 -0.199827 0.193754 0.298632 0.033688 0.034675 0.104878
1.002615 1.011493 1.285291 1.256781 -0.808758 -0.830056 0.008878 0.028510 0.021298
0.728910 0.706140 0.405040 0.396356 0.226209 0.137050 0.022769 0.008684 0.089159
0.047055 0.064877 -0.083021 -0.044238 -0.251988 -0.185840 0.017822 0.038782 0.066149
-0.122242 -0.104411 0.415422 0.410929 -0.032226 0.023494 0.017831 0.004493 0.055720
0.063299 0.132005 -0.240966 -0.237504 -0.839760 -0.977578 0.068705 0.003462 0.137818
0.114143 0.173299 -1.701023 -1.748642 0.868678 0.769893 0.059156 0.047618 0.098785
0.432950 0.496014 0.888591 0.932614 0.015125 -0.005135 0.063064 0.044023 0.020260
-0.376722 -0.404323 -0.702872 -0.691611 -0.024839 -0.127483 0.027601 0.011261 0.102644
0.519637 0.548815 0.644838 0.612318 0.459255 0.389814 0.029178 0.032520 0.069442
-0.534382 -0.527679 2.480082 2.384376 -1.874036 -1.758019 0.006703 0.095706 0.116016
0.415165 0.415870 -0.938105 -0.933118 0.064947 0.106709 0.000705 0.004987 0.041762
0.299439 0.332484 -0.146436 -0.191837 -1.206624 -1.139609 0.033046 0.045401 0.067015
0.328970 0.328397 1.160668 1.193708 0.481530 0.393034 0.000573 0.033041 0.088496
-0.002055 0.064864 -0.945127 -0.870015 -0.771568 -0.738062 0.066919 0.075112 0.033506
0.870903 0.849126 -1.369635 -1.389987 0.166821 0.177678 0.021776 0.020352 0.010856
-0.580261 -0.608313 -0.332140 -0.355296 0.329049 0.357846 0.028052 0.023156 0.028797
-3.146237 -3.170667 -1.679680 -1.656602 -0.702461 -0.698523 0.024431 0.023078 0.003937
2.026979 1.933362 1.567614 1.595203 -0.811939 -0.745017 0.093617 0.027589 0.066922
-1.262535 -1.227185 0.738915 0.748667 1.488926 1.514497 0.035351 0.009752 0.025571
-0.633609 -0.678219 0.775834 0.732386 -1.935055 -1.885593 0.044610 0.043448 0.049462
0.825174 0.810102 -1.239786 -1.300151 -0.745473 -0.772567 0.015072 0.060364 0.027095
0.117884 0.095658 0.551093 0.557978 0.490500 0.515841 0.022226 0.006885 0.025341
-0.794400 -0.779555 0.900613 0.794221 1.191913 1.299059 0.014845 0.106392 0.107146
-0.469162 -0.380824 0.962694 0.886568 -1.027938 -0.985615 0.088338 0.076127 0.042323
-0.012824 0.003116 -2.855253 -2.851533 1.109575 1.088684 0.015940 0.003720 0.020890
1.083482 0.919615 -0.279405 -0.269239 1.560860 1.480987 0.163867 0.010166 0.079873
0.019783 -0.024782 0.278034 0.301984 0.536779 0.568150 0.044566 0.023950 0.031371
0.476518 0.470927 0.627052 0.550016 -0.508228 -0.526081 0.005590 0.077037 0.017853
0.295211 0.357636 0.390701 0.407884 1.407178 1.443470 0.062425 0.017183 0.036292
2.226258 2.237290 0.132022 0.118795 -0.479401 -0.422974 0.011032 0.013227 0.056427
-0.683098 -0.675124 -1.483738 -1.495164 0.037408 0.032027 0.007974 0.011426 0.005380
-1.141331 -1.137750 0.395751 0.450485 2.130985 2.073950 0.003580 0.054733 0.057035
-0.559589 -0.563417 -0.096361 -0.170216 0.935119 0.942950 0.003828 0.073855 0.007830
0.637851 0.611804 -1.102926 -1.171253 -1.113222 -1.152574 0.026046 0.068328 0.039352
2.041007 2.032222 1.048064 0.993154 -0.042862 -0.010739 0.008785 0.054910 0.032123
-0.308688 -0.273264 0.292979 0.345518 -0.369507 -0.417881 0.035424 0.052539 0.048374
2.242245 2.233147 1.170605 1.240296 -0.829632 -0.916327 0.009098 0.069691 0.086695
1.076397 1.039941 -0.153869 -0.105240 -0.857394 -0.758220 0.036456 0.048629 0.099174
-0.118123 -0.116977 -2.298606 -2.318243 0.787101 0.721220 0.001146 0.019637 0.065881
0.931809 0.947703 -0.345776 -0.344377 1.474118 1.456533 0.015894 0.001399 0.017584
-0.462191 -0.507551 2.618389 2.617934 1.878645 1.898872 0.045360 0.000456 0.020227
1.621881 1.577270 -0.555400 -0.517308 -0.050701 -0.043294 0.044611 0.038092 0.007407
-0.283814 -0.314896 -0.097050 -0.104406 0.309183 0.313023 0.031082 0.007356 0.003840
-0.045424 -0.014977 0.719986 0.701576 -0.808335 -0.924345 0.030447 0.018410 0.116010
-1.930369 -1.906007 -1.186850 -1.184908 0.397059 0.410294 0.024362 0.001942 0.013235
1.082064 1.062860 0.424875 0.435382 1.325587 1.338898 0.019204 0.010507 0.013312
0.417346 0.411268 2.044056 2.049898 -2.084868 -2.124811 0.006079 0.005843 0.039943
0.575697 0.579752 -0.806152 -0.799290 0.447402 0.476038 0.004054 0.006861 0.028637
0.350767 0.404403 0.705151 0.699835 0.171793 0.260522 0.053636 0.005316 0.088730
-3.566623 -3.583256 1.081911 1.097336 -0.123486 -0.148110 0.016633 0.015425 0.024624
0.302240 0.329455 -3.424269 -3.413210 0.278869 0.293884 0.027215 0.011059 0.015015
0.281431 0.277052 0.810871 0.844603 -0.291678 -0.268948 0.004379 0.033732 0.022730
-2.160491 -2.211504 -1.337510 -1.305633 -0.197736 -0.132907 0.051013 0.031877 0.064829
0.130451 0.175057 -2.590267 -2.582587 0.209427 0.126423 0.044606 0.007681 0.083005
-0.673858 -0.756523 -0.774483 -0.808702 0.452612 0.512285 0.082666 0.034218 0.059672
-0.680327 -0.696701 -0.026807 -0.046696 1.217380 1.255036 0.016374 0.019889 0.037656
-0.522867 -0.518005 -2.397027 -2.332064 1.396638 1.392550 0.004861 0.064963 0.004087
-0.133662 -0.181365 -0.418745 -0.460675 0.023015 -0.008171 0.047702 0.041930 0.031186
1.071000 1.020158 1.463760 1.495098 0.550234 0.574750 0.050842 0.031338 0.024516
2.821452 2.771790 1.054103 0.973296 -0.733226 -0.737959 0.049663 0.080807 0.004733
