atom_id_ref,layer,component,ΔBEC_xx,x,y,ΔBEC_xy,ΔBEC_xz,ΔBEC_yx,ΔBEC_yy,ΔBEC_yz,ΔBEC_zx,ΔBEC_zy,ΔBEC_zz
27368,B,xz,,13.4853,104.03,,-0.0179056,,,,,,
27838,B,xz,,15.4118,102.103,,-0.053686599999999994,,,,,,
27848,B,xz,,17.3383,104.03,,0.139174,,,,,,
25930,B,xz,,3e-16,105.956,,-0.3892015,,,,,,
25940,B,xz,,1.92647,107.883,,-0.018771000000000003,,,,,,
25942,B,xz,,3e-16,109.809,,-0.0546195,,,,,,
26410,B,xz,,3.85295,105.956,,-0.0544568,,,,,,
26422,B,xz,,3.85295,109.809,,-0.3894086,,,,,,
26420,B,xz,,5.77942,107.883,,0.13880989999999999,,,,,,
26890,B,xz,,7.7059,105.956,,-0.38975339999999997,,,,,,
26900,B,xz,,9.63237,107.883,,-0.018520599999999998,,,,,,
26902,B,xz,,7.7059,109.809,,-0.0553765,,,,,,
27370,B,xz,,11.5588,105.956,,-0.0550883,,,,,,
27380,B,xz,,13.4853,107.883,,0.1402887,,,,,,
27382,B,xz,,11.5588,109.809,,-0.3912014,,,,,,
27850,B,xz,,15.4118,105.956,,-0.38944769999999995,,,,,,
27860,B,xz,,17.3383,107.883,,-0.0178762,,,,,,
27862,B,xz,,15.4118,109.809,,-0.0554638,,,,,,
25952,B,xz,,1.92647,111.736,,0.136637,,,,,,
25954,B,xz,,3e-16,113.662,,-0.38650429999999997,,,,,,
26434,B,xz,,3.85295,113.662,,-0.05441000000000001,,,,,,
26432,B,xz,,5.77942,111.736,,-0.019409100000000002,,,,,,
26912,B,xz,,9.63237,111.736,,0.1404196,,,,,,
26914,B,xz,,7.7059,113.662,,-0.3901173,,,,,,
27392,B,xz,,13.4853,111.736,,-0.0192053,,,,,,
27394,B,xz,,11.5588,113.662,,-0.0553014,,,,,,
27872,B,xz,,17.3383,111.736,,0.1409453,,,,,,
27874,B,xz,,15.4118,113.662,,-0.39061979999999996,,,,,,
25964,B,xz,,1.92647,115.588,,-0.0184654,,,,,,
25966,B,xz,,3e-16,117.515,,0.03562800000000001,,,,,,
25976,B,xz,,1.92647,119.441,,0.13471,,,,,,
26446,B,xz,,3.85295,117.515,,-0.3879121,,,,,,
26444,B,xz,,5.77942,115.588,,0.1382419,,,,,,
26456,B,xz,,5.77942,119.441,,-0.0189468,,,,,,
26924,B,xz,,9.63237,115.588,,-0.0189118,,,,,,
26926,B,xz,,7.7059,117.515,,-0.054158,,,,,,
26936,B,xz,,9.63237,119.441,,0.1377625,,,,,,
27404,B,xz,,13.4853,115.588,,0.1404805,,,,,,
27406,B,xz,,11.5588,117.515,,-0.390356,,,,,,
27416,B,xz,,13.4853,119.441,,-0.0206572,,,,,,
27884,B,xz,,17.3383,115.588,,-0.019904199999999997,,,,,,
27886,B,xz,,15.4118,117.515,,-0.0533721,,,,,,
27896,B,xz,,17.3383,119.441,,0.13949989999999998,,,,,,
25978,B,xz,,3e-16,121.368,,0.035627500000000006,,,,,,
25988,B,xz,,1.92647,123.294,,-0.0242397,,,,,,
26458,B,xz,,3.85295,121.368,,-0.0530516,,,,,,
26468,B,xz,,5.77942,123.294,,0.1349208,,,,,,
26938,B,xz,,7.7059,121.368,,-0.3820124,,,,,,
26948,B,xz,,9.63237,123.294,,-0.0278155,,,,,,
27418,B,xz,,11.5588,121.368,,-0.0527871,,,,,,
27428,B,xz,,13.4853,123.294,,0.13777650000000002,,,,,,
27898,B,xz,,15.4118,121.368,,-0.38500290000000004,,,,,,
27908,B,xz,,17.3383,123.294,,-0.027732499999999997,,,,,,
25990,B,xz,,3e-16,125.221,,0.0371499,,,,,,
26000,B,xz,,1.92647,127.147,,0.1362324,,,,,,
26002,B,xz,,3e-16,129.074,,0.0371494,,,,,,
26470,B,xz,,3.85295,125.221,,-0.38080230000000004,,,,,,
26482,B,xz,,3.85295,129.074,,-0.1026493,,,,,,
26480,B,xz,,5.77942,127.147,,-0.0299416,,,,,,
26950,B,xz,,7.7059,125.221,,-0.033856,,,,,,
26960,B,xz,,9.63237,127.147,,0.13725569999999998,,,,,,
26962,B,xz,,7.7059,129.074,,-0.2152686,,,,,,
27430,B,xz,,11.5588,125.221,,-0.38277110000000003,,,,,,
27440,B,xz,,13.4853,127.147,,-0.0312833,,,,,,
27442,B,xz,,11.5588,129.074,,-0.1020511,,,,,,
27910,B,xz,,15.4118,125.221,,-0.033484,,,,,,
27920,B,xz,,17.3383,127.147,,0.1403149,,,,,,
27922,B,xz,,15.4118,129.074,,-0.2157099,,,,,,
26012,B,xz,,1.92647,131.0,,0.0753147,,,,,,
26014,B,xz,,3e-16,132.927,,-0.1166638,,,,,,
26494,B,xz,,3.85295,132.927,,-0.373985,,,,,,
26492,B,xz,,5.77942,131.0,,-0.0247124,,,,,,
26972,B,xz,,9.63237,131.0,,0.07794709999999999,,,,,,
26974,B,xz,,7.7059,132.927,,-0.010158600000000004,,,,,,
27452,B,xz,,13.4853,131.0,,-0.025508299999999998,,,,,,
27454,B,xz,,11.5588,132.927,,-0.37428310000000004,,,,,,
27932,B,xz,,17.3383,131.0,,0.0751344,,,,,,
27934,B,xz,,15.4118,132.927,,-0.009360499999999994,,,,,,
26024,B,xz,,1.92647,134.853,,-0.017580600000000002,,,,,,
26026,B,xz,,3e-16,136.78,,-0.1166632,,,,,,
26036,B,xz,,1.92647,138.706,,0.1361859,,,,,,
26506,B,xz,,3.85295,136.78,,-0.0687911,,,,,,
26504,B,xz,,5.77942,134.853,,0.1324679,,,,,,
26516,B,xz,,5.77942,138.706,,-0.012378800000000002,,,,,,
26984,B,xz,,9.63237,134.853,,-0.0182024,,,,,,
26986,B,xz,,7.7059,136.78,,-0.3673334,,,,,,
26996,B,xz,,9.63237,138.706,,0.1343173,,,,,,
27464,B,xz,,13.4853,134.853,,0.1326779,,,,,,
27466,B,xz,,11.5588,136.78,,-0.0678478,,,,,,
27476,B,xz,,13.4853,138.706,,-0.012375699999999998,,,,,,
27944,B,xz,,17.3383,134.853,,-0.018645,,,,,,
27946,B,xz,,15.4118,136.78,,-0.36703949999999996,,,,,,
27956,B,xz,,17.3383,138.706,,0.1362599,,,,,,
26038,B,xz,,3e-16,140.633,,-0.1119967,,,,,,
26048,B,xz,,1.92647,142.559,,-0.0129144,,,,,,
26518,B,xz,,3.85295,140.633,,-0.3868976,,,,,,
26528,B,xz,,5.77942,142.559,,0.131053,,,,,,
26998,B,xz,,7.7059,140.633,,-0.050551900000000004,,,,,,
27008,B,xz,,9.63237,142.559,,-0.0103299,,,,,,
27478,B,xz,,11.5588,140.633,,-0.3866224,,,,,,
27488,B,xz,,13.4853,142.559,,0.130281,,,,,,
27958,B,xz,,15.4118,140.633,,-0.049478499999999995,,,,,,
27968,B,xz,,17.3383,142.559,,-0.010661499999999999,,,,,,
26050,B,xz,,3e-16,144.486,,-0.3848394,,,,,,
26060,B,xz,,1.92647,146.412,,0.1309159,,,,,,
26062,B,xz,,3e-16,148.339,,-0.0535559,,,,,,
26530,B,xz,,3.85295,144.486,,-0.05506219999999999,,,,,,
26542,B,xz,,3.85295,148.339,,-0.3829406,,,,,,
26540,B,xz,,5.77942,146.412,,-0.0114532,,,,,,
27010,B,xz,,7.7059,144.486,,-0.38290029999999997,,,,,,
27020,B,xz,,9.63237,146.412,,0.1305557,,,,,,
27022,B,xz,,7.7059,148.339,,-0.0528422,,,,,,
27490,B,xz,,11.5588,144.486,,-0.056439500000000004,,,,,,
27500,B,xz,,13.4853,146.412,,-0.011231500000000002,,,,,,
27502,B,xz,,11.5588,148.339,,-0.3822465,,,,,,
27970,B,xz,,15.4118,144.486,,-0.3817165,,,,,,
27980,B,xz,,17.3383,146.412,,0.1280952,,,,,,
27982,B,xz,,15.4118,148.339,,-0.0520387,,,,,,
26072,B,xz,,1.92647,150.265,,-0.021023800000000002,,,,,,
26074,B,xz,,3e-16,152.191,,-0.3868096,,,,,,
26554,B,xz,,3.85295,152.191,,-0.0361561,,,,,,
26552,B,xz,,5.77942,150.265,,0.1331724,,,,,,
27032,B,xz,,9.63237,150.265,,-0.020043,,,,,,
27034,B,xz,,7.7059,152.191,,-0.3849634,,,,,,
27512,B,xz,,13.4853,150.265,,0.13159379999999998,,,,,,
27514,B,xz,,11.5588,152.191,,-0.03544119999999999,,,,,,
27992,B,xz,,17.3383,150.265,,-0.019071199999999996,,,,,,
27994,B,xz,,15.4118,152.191,,-0.38277760000000005,,,,,,
28004,B,xz,,21.1912,0.0,,-0.1073146,,,,,,
28006,B,xz,,19.2647,1.92647,,-0.2063956,,,,,,
28016,B,xz,,21.1912,3.85295,,-0.0489379,,,,,,
28486,B,xz,,23.1177,1.92647,,-0.1008418,,,,,,
28484,B,xz,,25.0442,0.0,,-0.10371349999999999,,,,,,
28496,B,xz,,25.0442,3.85295,,0.07406760000000001,,,,,,
28966,B,xz,,26.9706,1.92647,,-0.2027946,,,,,,
28964,B,xz,,28.8971,0.0,,-0.10371349999999999,,,,,,
28976,B,xz,,28.8971,3.85295,,-0.050844900000000005,,,,,,
29444,B,xz,,32.7501,0.0,,-0.1012145,,,,,,
29446,B,xz,,30.8236,1.92647,,-0.1003859,,,,,,
29456,B,xz,,32.7501,3.85295,,0.10406270000000001,,,,,,
29924,B,xz,,36.603,0.0,,-0.10121649999999999,,,,,,
29926,B,xz,,34.6765,1.92647,,-0.2002957,,,,,,
29936,B,xz,,36.603,3.85295,,-0.0558283,,,,,,
28018,B,xz,,19.2647,5.77942,,-0.0009025000000000005,,,,,,
28028,B,xz,,21.1912,7.7059,,0.1267771,,,,,,
28030,B,xz,,19.2647,9.63237,,-0.3668536,,,,,,
28498,B,xz,,23.1177,5.77942,,-0.1480188,,,,,,
28510,B,xz,,23.1177,9.63237,,-0.0595956,,,,,,
28508,B,xz,,25.0442,7.7059,,-0.0280652,,,,,,
28978,B,xz,,26.9706,5.77942,,-0.001350999999999991,,,,,,
28990,B,xz,,26.9706,9.63237,,-0.3669095,,,,,,
28988,B,xz,,28.8971,7.7059,,0.1224712,,,,,,
29458,B,xz,,30.8236,5.77942,,-0.1499256,,,,,,
29468,B,xz,,32.7501,7.7059,,-0.032831799999999994,,,,,,
29470,B,xz,,30.8236,9.63237,,-0.0564216,,,,,,
29938,B,xz,,34.6765,5.77942,,0.004981400000000011,,,,,,
29948,B,xz,,36.603,7.7059,,0.0477051,,,,,,
29950,B,xz,,34.6765,9.63237,,-0.363066,,,,,,
28040,B,xz,,21.1912,11.5588,,-0.0229546,,,,,,
28042,B,xz,,19.2647,13.4853,,-0.046562200000000005,,,,,,
28522,B,xz,,23.1177,13.4853,,-0.3836501,,,,,,
28520,B,xz,,25.0442,11.5588,,0.1345633,,,,,,
29002,B,xz,,26.9706,13.4853,,-0.0462863,,,,,,
29000,B,xz,,28.8971,11.5588,,-0.023496699999999995,,,,,,
29480,B,xz,,32.7501,11.5588,,0.1295345,,,,,,
29482,B,xz,,30.8236,13.4853,,-0.3832857,,,,,,
29960,B,xz,,36.603,11.5588,,-0.027796699999999997,,,,,,
29962,B,xz,,34.6765,13.4853,,-0.0409878,,,,,,
28052,B,xz,,21.1912,15.4118,,0.1352817,,,,,,
28054,B,xz,,19.2647,17.3383,,-0.3823521,,,,,,
28534,B,xz,,23.1177,17.3383,,-0.053200000000000004,,,,,,
28532,B,xz,,25.0442,15.4118,,-0.0189479,,,,,,
29014,B,xz,,26.9706,17.3383,,-0.3810068,,,,,,
29012,B,xz,,28.8971,15.4118,,0.1343609,,,,,,
29492,B,xz,,32.7501,15.4118,,-0.020544800000000002,,,,,,
29494,B,xz,,30.8236,17.3383,,-0.0518104,,,,,,
29972,B,xz,,36.603,15.4118,,0.1274555,,,,,,
29974,B,xz,,34.6765,17.3383,,-0.38000599999999995,,,,,,
28064,B,xz,,21.1912,19.2647,,-0.0181818,,,,,,
28066,B,xz,,19.2647,21.1912,,-0.0520948,,,,,,
28076,B,xz,,21.1912,23.1177,,0.1391745,,,,,,
28546,B,xz,,23.1177,21.1912,,-0.38680430000000005,,,,,,
28544,B,xz,,25.0442,19.2647,,0.1364625,,,,,,
28556,B,xz,,25.0442,23.1177,,-0.020315700000000003,,,,,,
29026,B,xz,,26.9706,21.1912,,-0.052021200000000004,,,,,,
29024,B,xz,,28.8971,19.2647,,-0.0189311,,,,,,
29036,B,xz,,28.8971,23.1177,,0.1363744,,,,,,
29504,B,xz,,32.7501,19.2647,,0.1342855,,,,,,
29506,B,xz,,30.8236,21.1912,,-0.38446990000000003,,,,,,
29516,B,xz,,32.7501,23.1177,,-0.0215589,,,,,,
29984,B,xz,,36.603,19.2647,,-0.0209407,,,,,,
29986,B,xz,,34.6765,21.1912,,-0.048916499999999995,,,,,,
29996,B,xz,,36.603,23.1177,,0.1311572,,,,,,
28078,B,xz,,19.2647,25.0442,,-0.38913149999999996,,,,,,
28088,B,xz,,21.1912,26.9706,,-0.0215505,,,,,,
28558,B,xz,,23.1177,25.0442,,-0.053320200000000005,,,,,,
28568,B,xz,,25.0442,26.9706,,0.14043440000000001,,,,,,
29038,B,xz,,26.9706,25.0442,,-0.3887203,,,,,,
29048,B,xz,,28.8971,26.9706,,-0.021633799999999998,,,,,,
29518,B,xz,,30.8236,25.0442,,-0.051433900000000005,,,,,,
29528,B,xz,,32.7501,26.9706,,0.1364594,,,,,,
29998,B,xz,,34.6765,25.0442,,-0.38572589999999995,,,,,,
30008,B,xz,,36.603,26.9706,,-0.023865,,,,,,
28090,B,xz,,19.2647,28.8971,,-0.053494999999999994,,,,,,
28100,B,xz,,21.1912,30.8236,,0.1422329,,,,,,
28102,B,xz,,19.2647,32.7501,,-0.3924948,,,,,,
28570,B,xz,,23.1177,28.8971,,-0.3921424,,,,,,
28582,B,xz,,23.1177,32.7501,,-0.0534302,,,,,,
28580,B,xz,,25.0442,30.8236,,-0.023260700000000002,,,,,,
29050,B,xz,,26.9706,28.8971,,-0.0526915,,,,,,
29062,B,xz,,26.9706,32.7501,,-0.3932487,,,,,,
29060,B,xz,,28.8971,30.8236,,0.14156,,,,,,
29530,B,xz,,30.8236,28.8971,,-0.3909189,,,,,,
29540,B,xz,,32.7501,30.8236,,-0.024249100000000003,,,,,,
29542,B,xz,,30.8236,32.7501,,-0.0521478,,,,,,
30010,B,xz,,34.6765,28.8971,,-0.0494841,,,,,,
30020,B,xz,,36.603,30.8236,,0.1329376,,,,,,
30022,B,xz,,34.6765,32.7501,,-0.3915959,,,,,,
28112,B,xz,,21.1912,34.6765,,-0.0228459,,,,,,
28114,B,xz,,19.2647,36.603,,-0.0536393,,,,,,
28594,B,xz,,23.1177,36.603,,-0.39386089999999996,,,,,,
28592,B,xz,,25.0442,34.6765,,0.14413879999999998,,,,,,
29074,B,xz,,26.9706,36.603,,-0.053490300000000005,,,,,,
29072,B,xz,,28.8971,34.6765,,-0.024376999999999996,,,,,,
29552,B,xz,,32.7501,34.6765,,0.1428911,,,,,,
29554,B,xz,,30.8236,36.603,,-0.3947009,,,,,,
30032,B,xz,,36.603,34.6765,,-0.0257244,,,,,,
30034,B,xz,,34.6765,36.603,,-0.0507212,,,,,,
28124,B,xz,,21.1912,38.5295,,0.1427013,,,,,,
28126,B,xz,,19.2647,40.456,,-0.3925941,,,,,,
28136,B,xz,,21.1912,42.3824,,-0.0228641,,,,,,
28606,B,xz,,23.1177,40.456,,-0.052543999999999993,,,,,,
28604,B,xz,,25.0442,38.5295,,-0.024674300000000003,,,,,,
28616,B,xz,,25.0442,42.3824,,0.1428917,,,,,,
29086,B,xz,,26.9706,40.456,,-0.394817,,,,,,
29084,B,xz,,28.8971,38.5295,,0.1442724,,,,,,
29096,B,xz,,28.8971,42.3824,,-0.026187800000000004,,,,,,
29564,B,xz,,32.7501,38.5295,,-0.0258124,,,,,,
29566,B,xz,,30.8236,40.456,,-0.0528131,,,,,,
29576,B,xz,,32.7501,42.3824,,0.1465017,,,,,,
30044,B,xz,,36.603,38.5295,,0.14099679999999998,,,,,,
30046,B,xz,,34.6765,40.456,,-0.395689,,,,,,
30056,B,xz,,36.603,42.3824,,-0.026745700000000004,,,,,,
28138,B,xz,,19.2647,44.3089,,-0.052474099999999996,,,,,,
28148,B,xz,,21.1912,46.2354,,0.1404854,,,,,,
28150,B,xz,,19.2647,48.1619,,-0.3861852,,,,,,
28618,B,xz,,23.1177,44.3089,,-0.38818890000000006,,,,,,
28630,B,xz,,23.1177,48.1619,,-0.03313680000000001,,,,,,
28628,B,xz,,25.0442,46.2354,,-0.030353900000000003,,,,,,
29098,B,xz,,26.9706,44.3089,,-0.05261180000000001,,,,,,
29110,B,xz,,26.9706,48.1619,,-0.388854,,,,,,
29108,B,xz,,28.8971,46.2354,,0.1430684,,,,,,
29578,B,xz,,30.8236,44.3089,,-0.391003,,,,,,
29588,B,xz,,32.7501,46.2354,,-0.032213700000000005,,,,,,
29590,B,xz,,30.8236,48.1619,,-0.0346212,,,,,,
30058,B,xz,,34.6765,44.3089,,-0.0520325,,,,,,
30068,B,xz,,36.603,46.2354,,0.1441877,,,,,,
30070,B,xz,,34.6765,48.1619,,-0.3911891,,,,,,
28160,B,xz,,21.1912,50.0883,,-0.0348571,,,,,,
28162,B,xz,,19.2647,52.0148,,-0.1026061,,,,,,
28642,B,xz,,23.1177,52.0148,,-0.21896,,,,,,
28640,B,xz,,25.0442,50.0883,,0.1429436,,,,,,
29122,B,xz,,26.9706,52.0148,,-0.1030432,,,,,,
29120,B,xz,,28.8971,50.0883,,-0.0360066,,,,,,
29600,B,xz,,32.7501,50.0883,,0.14474179999999998,,,,,,
29602,B,xz,,30.8236,52.0148,,-0.21816000000000002,,,,,,
30080,B,xz,,36.603,50.0883,,-0.0351433,,,,,,
30082,B,xz,,34.6765,52.0148,,-0.1049825,,,,,,
28172,B,xz,,21.1912,53.9413,,-0.028998700000000002,,,,,,
28174,B,xz,,19.2647,55.8678,,-0.3787022,,,,,,
28654,B,xz,,23.1177,55.8678,,-0.007547100000000001,,,,,,
28652,B,xz,,25.0442,53.9413,,0.0816451,,,,,,
29134,B,xz,,26.9706,55.8678,,-0.37986489999999995,,,,,,
29132,B,xz,,28.8971,53.9413,,-0.0312974,,,,,,
29612,B,xz,,32.7501,53.9413,,0.0843012,,,,,,
29614,B,xz,,30.8236,55.8678,,-0.004729900000000009,,,,,,
30092,B,xz,,36.603,53.9413,,-0.0359176,,,,,,
30094,B,xz,,34.6765,55.8678,,-0.3847581,,,,,,
28184,B,xz,,21.1912,57.7942,,0.13797979999999999,,,,,,
28186,B,xz,,19.2647,59.7207,,-0.0657201,,,,,,
28196,B,xz,,21.1912,61.6472,,-0.0170846,,,,,,
28666,B,xz,,23.1177,59.7207,,-0.37126590000000004,,,,,,
28664,B,xz,,25.0442,57.7942,,-0.022863,,,,,,
28676,B,xz,,25.0442,61.6472,,0.1403352,,,,,,
29146,B,xz,,26.9706,59.7207,,-0.06576660000000001,,,,,,
29144,B,xz,,28.8971,57.7942,,0.1383425,,,,,,
29156,B,xz,,28.8971,61.6472,,-0.018944000000000003,,,,,,
29624,B,xz,,32.7501,57.7942,,-0.0251216,,,,,,
29626,B,xz,,30.8236,59.7207,,-0.3717378,,,,,,
29636,B,xz,,32.7501,61.6472,,0.13875389999999999,,,,,,
30104,B,xz,,36.603,57.7942,,0.1414745,,,,,,
30106,B,xz,,34.6765,59.7207,,-0.0640535,,,,,,
30116,B,xz,,36.603,61.6472,,-0.0223929,,,,,,
28198,B,xz,,19.2647,63.5737,,-0.3872257,,,,,,
28208,B,xz,,21.1912,65.5001,,0.1377832,,,,,,
28678,B,xz,,23.1177,63.5737,,-0.04729799999999999,,,,,,
28688,B,xz,,25.0442,65.5001,,-0.022102800000000002,,,,,,
29158,B,xz,,26.9706,63.5737,,-0.38706549999999995,,,,,,
29168,B,xz,,28.8971,65.5001,,0.1333794,,,,,,
29638,B,xz,,30.8236,63.5737,,-0.04526670000000001,,,,,,
29648,B,xz,,32.7501,65.5001,,-0.0225271,,,,,,
30118,B,xz,,34.6765,63.5737,,-0.3892138,,,,,,
30128,B,xz,,36.603,65.5001,,0.13170010000000001,,,,,,
28210,B,xz,,19.2647,67.4266,,-0.0369454,,,,,,
28220,B,xz,,21.1912,69.3531,,-0.0394372,,,,,,
28222,B,xz,,19.2647,71.2796,,-0.20866679999999999,,,,,,
28690,B,xz,,23.1177,67.4266,,-0.3844472,,,,,,
28702,B,xz,,23.1177,71.2796,,-0.0984091,,,,,,
28700,B,xz,,25.0442,69.3531,,0.1340823,,,,,,
29170,B,xz,,26.9706,67.4266,,-0.0367732,,,,,,
29182,B,xz,,26.9706,71.2796,,-0.2071945,,,,,,
29180,B,xz,,28.8971,69.3531,,-0.037384,,,,,,
29650,B,xz,,30.8236,67.4266,,-0.3815482,,,,,,
29660,B,xz,,32.7501,69.3531,,0.1308812,,,,,,
29662,B,xz,,30.8236,71.2796,,-0.09679945999999999,,,,,,
30130,B,xz,,34.6765,67.4266,,-0.03460730000000001,,,,,,
30140,B,xz,,36.603,69.3531,,-0.040057300000000004,,,,,,
30142,B,xz,,34.6765,71.2796,,-0.2073972,,,,,,
28232,B,xz,,21.1912,73.206,,-0.0503497,,,,,,
28234,B,xz,,19.2647,75.1325,,-0.0014663999999999927,,,,,,
28244,B,xz,,21.1912,77.059,,0.1266918,,,,,,
28714,B,xz,,23.1177,75.1325,,-0.3711896,,,,,,
28712,B,xz,,25.0442,73.206,,0.0733334,,,,,,
28724,B,xz,,25.0442,77.059,,-0.027970599999999998,,,,,,
29194,B,xz,,26.9706,75.1325,,-0.0013790999999999942,,,,,,
29192,B,xz,,28.8971,73.206,,-0.0483625,,,,,,
29204,B,xz,,28.8971,77.059,,0.1224198,,,,,,
29672,B,xz,,32.7501,73.206,,0.0981706,,,,,,
29674,B,xz,,30.8236,75.1325,,-0.147442,,,,,,
29684,B,xz,,32.7501,77.059,,-0.027750999999999998,,,,,,
30152,B,xz,,36.603,73.206,,-0.0470219,,,,,,
30154,B,xz,,34.6765,75.1325,,-0.0009105000000000085,,,,,,
30164,B,xz,,36.603,77.059,,0.1146953,,,,,,
28246,B,xz,,19.2647,78.9855,,-0.3677956,,,,,,
28256,B,xz,,21.1912,80.9119,,-0.023583299999999995,,,,,,
28726,B,xz,,23.1177,78.9855,,-0.059431300000000006,,,,,,
28736,B,xz,,25.0442,80.9119,,0.1321347,,,,,,
29206,B,xz,,26.9706,78.9855,,-0.3664933,,,,,,
29216,B,xz,,28.8971,80.9119,,-0.022403,,,,,,
29686,B,xz,,30.8236,78.9855,,-0.0576526,,,,,,
29696,B,xz,,32.7501,80.9119,,0.12580260000000001,,,,,,
30166,B,xz,,34.6765,78.9855,,-0.36197619999999997,,,,,,
30176,B,xz,,36.603,80.9119,,-0.023668099999999997,,,,,,
28258,B,xz,,19.2647,82.8384,,-0.0455542,,,,,,
28268,B,xz,,21.1912,84.7649,,0.1308213,,,,,,
28738,B,xz,,23.1177,82.8384,,-0.38234440000000003,,,,,,
28748,B,xz,,25.0442,84.7649,,-0.0181431,,,,,,
29218,B,xz,,26.9706,82.8384,,-0.045503800000000004,,,,,,
29228,B,xz,,28.8971,84.7649,,0.1296054,,,,,,
29698,B,xz,,30.8236,82.8384,,-0.3802873,,,,,,
29708,B,xz,,32.7501,84.7649,,-0.0172039,,,,,,
30178,B,xz,,34.6765,82.8384,,-0.043084199999999996,,,,,,
30188,B,xz,,36.603,84.7649,,0.125459,,,,,,
28270,B,xz,,19.2647,86.6914,,-0.3785004,,,,,,
28280,B,xz,,21.1912,88.6178,,-0.0164926,,,,,,
28282,B,xz,,19.2647,90.5443,,-0.051641200000000005,,,,,,
28750,B,xz,,23.1177,86.6914,,-0.052503100000000004,,,,,,
28762,B,xz,,23.1177,90.5443,,-0.3800667,,,,,,
28760,B,xz,,25.0442,88.6178,,0.128779,,,,,,
29230,B,xz,,26.9706,86.6914,,-0.3778652,,,,,,
29242,B,xz,,26.9706,90.5443,,-0.0513735,,,,,,
29240,B,xz,,28.8971,88.6178,,-0.0177854,,,,,,
29710,B,xz,,30.8236,86.6914,,-0.0515052,,,,,,
29720,B,xz,,32.7501,88.6178,,0.1296303,,,,,,
29722,B,xz,,30.8236,90.5443,,-0.3799202,,,,,,
30190,B,xz,,34.6765,86.6914,,-0.3774783,,,,,,
30200,B,xz,,36.603,88.6178,,-0.0173159,,,,,,
30202,B,xz,,34.6765,90.5443,,-0.051328200000000004,,,,,,
28292,B,xz,,21.1912,92.4708,,0.1292268,,,,,,
28294,B,xz,,19.2647,94.3973,,-0.38346159999999996,,,,,,
28774,B,xz,,23.1177,94.3973,,-0.051622,,,,,,
28772,B,xz,,25.0442,92.4708,,-0.017599000000000004,,,,,,
29254,B,xz,,26.9706,94.3973,,-0.3818264,,,,,,
29252,B,xz,,28.8971,92.4708,,0.1288388,,,,,,
29732,B,xz,,32.7501,92.4708,,-0.017672399999999998,,,,,,
29734,B,xz,,30.8236,94.3973,,-0.051763500000000004,,,,,,
30212,B,xz,,36.603,92.4708,,0.1302614,,,,,,
30214,B,xz,,34.6765,94.3973,,-0.3812982,,,,,,
28304,B,xz,,21.1912,96.3237,,-0.0178686,,,,,,
28306,B,xz,,19.2647,98.2502,,-0.052655099999999996,,,,,,
28316,B,xz,,21.1912,100.177,,0.1347573,,,,,,
28786,B,xz,,23.1177,98.2502,,-0.3839783,,,,,,
28784,B,xz,,25.0442,96.3237,,0.1312837,,,,,,
28796,B,xz,,25.0442,100.177,,-0.0184751,,,,,,
29266,B,xz,,26.9706,98.2502,,-0.0531782,,,,,,
29264,B,xz,,28.8971,96.3237,,-0.017782199999999998,,,,,,
29276,B,xz,,28.8971,100.177,,0.1325462,,,,,,
29744,B,xz,,32.7501,96.3237,,0.1305868,,,,,,
29746,B,xz,,30.8236,98.2502,,-0.38412430000000003,,,,,,
29756,B,xz,,32.7501,100.177,,-0.018153799999999998,,,,,,
30224,B,xz,,36.603,96.3237,,-0.0196187,,,,,,
30226,B,xz,,34.6765,98.2502,,-0.05169769999999999,,,,,,
30236,B,xz,,36.603,100.177,,0.131516,,,,,,
28318,B,xz,,19.2647,102.103,,-0.3887372,,,,,,
28328,B,xz,,21.1912,104.03,,-0.018449099999999996,,,,,,
28798,B,xz,,23.1177,102.103,,-0.052545299999999996,,,,,,
28808,B,xz,,25.0442,104.03,,0.13451870000000002,,,,,,
29278,B,xz,,26.9706,102.103,,-0.38643530000000004,,,,,,
29288,B,xz,,28.8971,104.03,,-0.0196797,,,,,,
29758,B,xz,,30.8236,102.103,,-0.05251739999999999,,,,,,
29768,B,xz,,32.7501,104.03,,0.133737,,,,,,
30238,B,xz,,34.6765,102.103,,-0.3862959,,,,,,
30248,B,xz,,36.603,104.03,,-0.022202200000000002,,,,,,
28330,B,xz,,19.2647,105.956,,-0.055099800000000004,,,,,,
28340,B,xz,,21.1912,107.883,,0.1377944,,,,,,
28342,B,xz,,19.2647,109.809,,-0.39064489999999996,,,,,,
28810,B,xz,,23.1177,105.956,,-0.3891055,,,,,,
28822,B,xz,,23.1177,109.809,,-0.0541775,,,,,,
28820,B,xz,,25.0442,107.883,,-0.0192297,,,,,,
29290,B,xz,,26.9706,105.956,,-0.053542,,,,,,
29302,B,xz,,26.9706,109.809,,-0.3908498,,,,,,
29300,B,xz,,28.8971,107.883,,0.1357925,,,,,,
29770,B,xz,,30.8236,105.956,,-0.38798900000000003,,,,,,
29780,B,xz,,32.7501,107.883,,-0.020796500000000002,,,,,,
29782,B,xz,,30.8236,109.809,,-0.0539433,,,,,,
30250,B,xz,,34.6765,105.956,,-0.05188280000000001,,,,,,
30260,B,xz,,36.603,107.883,,0.1375472,,,,,,
30262,B,xz,,34.6765,109.809,,-0.3921993,,,,,,
