ix,iy,x,y,Px,Py,Pz,Pab,Pmag
9,14,37.16117954,56.71009274,-36.50685022,42.19927112,-36.54950842,55.79900175,66.70378672
10,14,41.07288265,56.71009274,-38.0905169,41.95818761,-34.29223396,56.66901256,66.23695566
11,14,44.98458576,56.71009274,-40.60031629,43.55413596,-34.29977936,59.54282864,68.71552449
12,14,48.89628887,56.71009274,-42.10550528,43.47391131,-34.37934877,60.52152129,69.60455561
13,14,52.80799198,56.71009274,-45.88662156,45.49985753,-36.41873818,64.62057779,74.17643537
14,14,56.71969509,56.71009274,-27.10360041,11.42210003,-31.84697504,29.41206426,43.35088631
15,14,60.6313982,56.71009274,-28.78522208,-44.60458324,22.43404092,53.08632457,57.63197072
16,14,64.54310131,56.71009274,-26.8693547,-41.87649592,23.4979349,49.7554332,55.02504955
17,14,68.45480442,56.71009274,-26.56361665,-41.90996972,26.05120939,49.61926331,56.04227692
18,14,72.36650753,56.71009274,-27.0446227,-40.99949747,26.55303513,49.11588755,55.83398682
19,14,76.27821064,56.71009274,-27.27172182,-39.42206097,24.95298784,47.93584987,54.04162566
0,15,1.955851555,60.62113361,38.778351,-39.66765448,-36.29680385,55.4732667,66.29284492
1,15,5.867554665,60.62113361,40.66943794,-35.79917997,-34.82154047,54.18103421,64.40593256
2,15,9.779257774,60.62113361,31.0080721,21.01561893,28.82087208,37.45873429,47.26308752
3,15,13.69096088,60.62113361,31.61644616,35.93417658,31.02469501,47.86297854,57.038552
4,15,17.60266399,60.62113361,30.70367469,36.1415453,30.85478974,47.42285246,56.57689445
5,15,21.5143671,60.62113361,31.27740006,38.13956208,30.39469218,49.3244559,57.93737363
6,15,25.42607021,60.62113361,33.77161783,38.48217562,29.83918423,51.19960949,59.26024744
7,15,29.33777332,60.62113361,34.29589451,40.02360166,32.2509255,52.70765665,61.79174108
8,15,33.24947643,60.62113361,32.40075659,38.20439991,31.89998139,50.09376408,59.38850068
9,15,37.16117954,60.62113361,33.69846618,39.04116225,32.13387139,51.57323892,60.76499538
10,15,41.07288265,60.62113361,33.95055979,40.34418082,31.73462475,52.7284879,61.54169192
11,15,44.98458576,60.62113361,34.06458469,40.67325113,33.10161154,53.05383386,62.53339887
12,15,48.89628887,60.62113361,33.99430278,40.01829823,31.69787643,52.50787384,61.33377687
13,15,52.80799198,60.62113361,38.47734725,43.50765059,25.45836882,58.08116658,63.41569565
14,15,56.71969509,60.62113361,40.72096372,-31.5446838,-38.87662075,51.50984335,64.53414292
15,15,60.6313982,60.62113361,41.84177999,-41.30372721,-38.19302413,58.79398298,70.1101956
16,15,64.54310131,60.62113361,40.94794993,-38.50921875,-37.99337275,56.21116021,67.84681942
17,15,68.45480442,60.62113361,38.00691527,-40.02043058,-37.84336115,55.19203269,66.91995559
18,15,72.36650753,60.62113361,38.27386093,-39.84139464,-38.55572342,55.24694704,67.37038642
19,15,76.27821064,60.62113361,37.29769333,-38.31792931,-37.43954206,53.47318613,65.27710889
0,16,1.955851555,64.53217449,38.17445931,-38.35479208,-39.73614228,54.11450285,67.13672931
1,16,5.867554665,64.53217449,41.19266813,-37.80185176,-33.05120434,55.90899663,64.94765595
2,16,9.779257774,64.53217449,36.91791611,30.24804257,31.5287349,47.7271056,57.20085431
3,16,13.69096088,64.53217449,38.60799241,38.2079107,36.99870065,54.3177827,65.7215746
4,16,17.60266399,64.53217449,37.02961481,40.53120467,37.7510933,54.89964413,66.62669113
5,16,21.5143671,64.53217449,37.05492983,40.90130267,35.86423944,55.19043743,65.81966313
6,16,25.42607021,64.53217449,35.40710368,39.94439077,37.03969288,53.37806052,64.97042553
7,16,29.33777332,64.53217449,37.0146359,39.51536262,34.92892946,54.14376376,64.43273444
8,16,33.24947643,64.53217449,37.95292034,40.6210666,35.54068208,55.5922226,65.98208315
9,16,37.16117954,64.53217449,37.54291828,41.26430229,36.75226241,55.78721499,66.8052554
10,16,41.07288265,64.53217449,36.47712331,41.14559417,36.71338495,54.98672971,66.11666264
11,16,44.98458576,64.53217449,37.33854564,40.68041728,37.8764686,55.21832432,66.96036301
12,16,48.89628887,64.53217449,37.93740039,42.99520142,35.94815526,57.33963458,67.67646238
13,16,52.80799198,64.53217449,43.20915638,41.11108446,32.02553035,59.64186836,67.69628539
14,16,56.71969509,64.53217449,40.2999266,-31.97962267,-36.30875721,51.44686919,62.96908924
15,16,60.6313982,64.53217449,43.05189372,-37.59451741,-38.84091211,57.15604336,69.10448427
16,16,64.54310131,64.53217449,39.78974093,-40.53309726,-38.93890688,56.79925578,68.86504139
17,16,68.45480442,64.53217449,38.2457287,-39.387732,-39.43268484,54.90108557,67.59486541
18,16,72.36650753,64.53217449,39.70314461,-39.39854938,-40.19781613,55.9337589,68.87996666
19,16,76.27821064,64.53217449,37.61574834,-38.94278233,-39.9657568,54.14318811,67.29596225
0,17,1.955851555,68.44321537,38.93917475,-38.78428144,-40.17811261,54.95889207,68.07907572
1,17,5.867554665,68.44321537,41.70154932,-36.72289335,-35.98084781,55.56608779,66.19827431
2,17,9.779257774,68.44321537,38.58502876,31.17128026,32.18863946,49.60295513,59.13173148
3,17,13.69096088,68.44321537,40.60459535,36.57521574,36.41024668,54.6486923,65.6672341
4,17,17.60266399,68.44321537,39.25003278,39.88124568,37.74962,55.95604373,67.49898251
5,17,21.5143671,68.44321537,37.33261779,39.04264887,36.58403001,54.0190039,65.24142882
6,17,25.42607021,68.44321537,39.51713657,37.97198132,38.58333426,54.80397292,67.02349685
7,17,29.33777332,68.44321537,37.99325267,40.46403889,36.64976754,55.50518618,66.51339078
8,17,33.24947643,68.44321537,38.03655132,38.18241626,38.10226084,53.89504752,66.00347285
9,17,37.16117954,68.44321537,38.42388086,40.17019499,37.65218659,55.58812091,67.13960337
10,17,41.07288265,68.44321537,37.60519063,39.14205628,36.6534342,54.27937851,65.49599355
11,17,44.98458576,68.44321537,38.07219072,38.49476778,38.05024338,54.14184013,66.17522099
12,17,48.89628887,68.44321537,39.91253867,39.66003787,37.64812343,56.26659175,67.70015173
13,17,52.80799198,68.44321537,42.18205733,38.68547941,32.83684788,57.23541105,65.98598985
14,17,56.71969509,68.44321537,37.67025435,-31.16717006,-35.07028065,48.8921318,60.16947014
15,17,60.6313982,68.44321537,40.84740271,-35.33319481,-40.76800109,54.00874896,67.66812305
16,17,64.54310131,68.44321537,38.27911817,-38.84680621,-39.51693481,54.53774143,67.34948684
17,17,68.45480442,68.44321537,40.17505048,-37.19513302,-39.45359829,54.74954431,67.48406494
18,17,72.36650753,68.44321537,39.65470812,-37.53246837,-40.83077621,54.600202,68.17869421
19,17,76.27821064,68.44321537,39.5666424,-37.26203399,-41.43265464,54.35051396,68.34210443
0,18,1.955851555,72.35425625,35.34542348,-43.27150242,-35.72535329,55.87237138,66.31759006
1,18,5.867554665,72.35425625,40.01667293,-44.454395,-34.40232567,59.81243472,69.00034318
2,18,9.779257774,72.35425625,42.07715604,34.43036086,31.73451009,54.36852775,62.95248955
3,18,13.69096088,72.35425625,42.03694315,37.35951852,35.34335932,56.2391164,66.42282184
4,18,17.60266399,72.35425625,38.78948733,39.8881768,36.68476181,55.63893399,66.64430002
5,18,21.5143671,72.35425625,38.84163685,40.45647285,37.37027782,56.0838564,67.3938915
6,18,25.42607021,72.35425625,37.60346417,39.52640547,35.07013942,54.55600101,64.85577789
7,18,29.33777332,72.35425625,37.92154609,39.70799503,36.42376581,54.90690783,65.88975067
8,18,33.24947643,72.35425625,36.96959048,41.46658856,37.01911005,55.55383504,66.75809386
9,18,37.16117954,72.35425625,37.60419395,39.91211212,37.17917228,54.8365945,66.25211655
10,18,41.07288265,72.35425625,37.99348371,40.11930881,37.96890424,55.25453596,67.04253451
11,18,44.98458576,72.35425625,37.40985437,38.72744754,35.28188398,53.84526345,64.3748688
12,18,48.89628887,72.35425625,36.64767018,39.61349137,35.53144317,53.96554852,64.61241275
13,18,52.80799198,72.35425625,39.29117108,36.202355,33.49600045,53.42664721,63.05861304
14,18,56.71969509,72.35425625,34.10480935,-32.24344949,-33.20375796,46.93376243,57.49145675
15,18,60.6313982,72.35425625,34.75081809,-40.91100051,-36.25423166,53.67801524,64.77421272
16,18,64.54310131,72.35425625,35.67193915,-41.32271477,-35.6955282,54.58987084,65.22441822
17,18,68.45480442,72.35425625,35.3721913,-42.47061171,-34.65978022,55.27155486,65.23990452
18,18,72.36650753,72.35425625,36.69433304,-41.84258871,-37.62159694,55.65317877,67.17634155
19,18,76.27821064,72.35425625,36.18032581,-42.63492521,-35.32554663,55.91737497,66.14111481
0,19,1.955851555,76.26529713,24.99891821,-42.73757545,-25.31549853,49.51208203,55.60863901
1,19,5.867554665,76.26529713,25.78979015,-36.98242168,-19.22731067,45.0867252,49.01532683
2,19,9.779257774,76.26529713,36.19266976,26.98245554,42.49676299,45.14379527,61.99949287
3,19,13.69096088,76.26529713,38.49572608,43.82058663,34.08945534,58.32807848,67.55927549
4,19,17.60266399,76.26529713,37.24691384,42.13565432,32.4070701,56.23829617,64.9073505
5,19,21.5143671,76.26529713,35.43777774,43.17719673,31.63935326,55.85791268,64.19622328
6,19,25.42607021,76.26529713,36.19923215,42.74575134,33.10156771,56.01413809,65.06379524
7,19,29.33777332,76.26529713,33.9864727,43.16474018,32.65737434,54.93883073,63.91227754
8,19,33.24947643,76.26529713,34.90989169,41.77254362,32.44262337,54.43937856,63.37325737
9,19,37.16117954,76.26529713,33.32453366,41.66060302,33.84623093,53.34913671,63.17988395
10,19,41.07288265,76.26529713,34.34445966,41.57656733,33.71658175,53.92729235,63.60000586
11,19,44.98458576,76.26529713,34.29167712,42.28942471,34.05062768,54.44551921,64.21650728
12,19,48.89628887,76.26529713,36.30159876,41.07862478,30.76303241,54.82024704,62.86194118
13,19,52.80799198,76.26529713,37.44471271,36.85240262,30.25168639,52.53766353,60.624835
14,19,56.71969509,76.26529713,22.25393974,-20.15679252,-32.55844747,30.02555776,44.28980267
15,19,60.6313982,76.26529713,23.57072215,-34.72218003,-28.2234969,41.96675743,50.57444519
16,19,64.54310131,76.26529713,22.71683881,-40.72287653,-27.2327629,46.63054191,54.00028531
17,19,68.45480442,76.26529713,23.8406248,-37.86440173,-26.4425296,44.74470146,51.97399042
18,19,72.36650753,76.26529713,24.50325107,-41.19925296,-28.691803,47.93524547,55.86597639
19,19,76.27821064,76.26529713,24.73206776,-41.0187195,-23.85854528,47.89791776,53.51112696
